Long,Lat,price_per_meter,rooms
23.734304,37.960899,27,1
23.785889,37.810543,16,3
23.732038,37.96563,16,1
23.691727,37.927452,15,3
23.79266,38.004139,12,1
23.742325,37.978294,29,1
24.005468,37.957138,22,5
23.760551,37.870422,15,2
21.433559,37.671268,5,1
25.40266,41.118767,6,1
22.969343,40.602013,5,3
22.582312,38.479847,80,4
22.497253,38.577911,104,4
22.581465,38.480167,52,3
22.583128,38.480404,83,3
22.584587,38.480827,106,3
22.584478,38.48016,106,3
22.548077,38.515717,68,3
22.581175,38.480385,72,2
22.581829,38.479637,86,3
22.549803,38.514156,121,3
22.537079,38.530441,100,2
22.548752,38.501297,69,3
22.548323,38.514324,69,3
22.597075,38.480942,62,5
22.548569,38.514484,68,3
22.583588,38.479958,60,3
22.585091,38.479824,125,1
22.585875,38.483929,46,4
22.505428,38.571167,84,3
22.581968,38.483898,109,2
22.548323,38.514324,65,2
22.584566,38.480202,89,2
22.527588,38.545544,68,3
22.584566,38.480202,105,3
22.501587,38.575783,200,2
22.548323,38.514324,106,3
22.584566,38.480202,67,5
22.548323,38.514324,83,3
22.590252,38.482857,81,2
22.548323,38.514324,83,3
22.585466,38.478741,117,3
22.548323,38.514324,100,3
22.584566,38.480202,142,1
22.584566,38.480202,150,1
21.998051,37.076241,8,1
21.99806,37.07621,5,3
23.767883,37.992245,8,1
22.96563,40.621288,15,1
23.767759,37.858509,24,1
23.86305,38.120129,12,2
23.726471,37.984329,9,1
22.71837,38.607441,11,2
23.698711,37.920815,21,1
24.349388,40.904461,11,2
24.621653,40.690552,8,2
22.988169,40.49633,8,0
23.734095,37.984695,11,3
22.548323,38.514324,92,1
22.548323,38.514324,92,2
22.548323,38.514324,142,2
22.548323,38.514324,82,5
22.584566,38.480202,97,2
22.548323,38.514324,90,4
22.502232,38.574474,106,3
22.501373,38.573402,106,3
22.584566,38.480202,100,2
22.584566,38.480202,100,3
22.494656,38.595989,81,4
22.550125,38.505932,57,3
22.591496,38.478924,84,4
22.507553,38.569107,80,3
22.510986,38.568031,88,4
22.5103,38.569843,68,5
22.548323,38.514324,70,2
22.591152,38.486519,125,4
22.584566,38.480202,100,3
22.548323,38.514324,100,3
22.57184,38.486115,108,1
22.584415,38.476974,88,5
22.584566,38.480202,86,2
22.584566,38.480202,144,1
22.584566,38.480202,136,1
22.548323,38.514324,90,4
23.80584,38.079559,17,4
23.831953,38.087357,14,2
23.84886,38.11433,14,7
23.835901,38.090729,8,3
23.762312,37.844227,17,1
23.65864,37.98679,6,1
22.960461,39.364632,4,3
23.761694,37.842426,13,2
23.889626,38.101887,7,4
23.822628,38.069611,18,3
23.199135,39.285633,3,1
23.770617,37.824829,24,1
23.777788,37.813965,32,2
21.923071,39.368317,4,1
23.738312,37.966389,17,2
22.510042,38.570381,120,6
22.585703,38.477448,93,6
23.806517,38.080608,13,1
22.521629,38.558037,60,4
22.519226,38.558907,65,2
22.503433,38.572865,71,5
22.571583,38.482487,52,4
22.584566,38.480202,55,3
22.584566,38.480202,83,3
23.632816,37.930809,13,2
22.517166,38.556759,57,6
22.503433,38.572639,52,3
22.595402,38.482014,71,3
22.584566,38.480202,90,3
22.515106,38.559978,83,2
22.513046,38.566166,62,4
22.548323,38.514324,75,2
22.5,38.577866,88,2
22.503433,38.572865,100,2
23.82242,38.07626,8,3
21.26305,40.520111,5,2
23.684046,37.950939,13,2
23.739309,37.99136,10,1
23.72682,37.93383,7,3
23.741341,37.958729,9,2
23.65106,37.941757,8,2
23.78336,37.81007,13,2
23.919098,37.753567,12,5
23.752937,37.85989,21,2
23.828772,38.083397,8,4
23.682751,38.030918,5,2
23.815666,38.025562,11,2
23.802,38.055382,6,2
23.761818,37.843067,21,2
22.934208,40.641392,8,1
24.426003,40.94421,6,2
23.640471,37.975319,7,2
22.958244,40.619282,7,1
23.769007,37.836971,21,3
23.871107,37.798111,10,1
25.970583,35.036507,8,2
22.936016,40.643402,16,2
23.79266,38.004139,12,1
23.771755,37.830898,22,3
23.53989,41.08757,6,2
23.75757,37.990074,10,2
23.765749,37.864937,13,2
23.811321,38.082184,11,5
22.971386,40.6143,19,1
23.763771,37.974346,8,3
23.730389,37.911682,27,6
23.757309,37.983147,12,2
23.912045,37.745667,8,4
23.74391,37.979118,13,3
23.720062,37.923676,13,2
23.727583,37.967926,28,1
23.758295,37.934025,8,3
22.960779,40.618198,7,1
22.962549,40.607719,8,1
22.92531,40.504539,5,3
23.750122,37.862617,42,1
23.750122,37.862617,32,1
23.757959,37.982323,18,0
23.673941,38.00029,8,1
23.563744,40.006233,161,3
23.613159,39.987869,64,2
23.605852,39.987247,42,2
23.610107,39.990036,54,1
23.61112,39.991657,78,2
23.625975,39.984016,150,4
22.575102,38.479195,63,2
23.762247,37.858395,13,3
23.905878,37.747669,14,2
23.797253,37.815048,11,4
23.736647,37.959099,17,1
22.548323,38.514324,83,6
22.548323,38.514324,66,4
22.548323,38.514324,104,2
22.959904,40.60503,6,2
22.574329,38.486851,82,2
24.216644,38.122536,17,2
22.573042,38.485981,64,3
22.548323,38.514324,50,4
22.587246,38.482349,57,2
22.588921,38.481342,70,3
22.995136,40.6022,9,1
23.768169,37.817413,20,3
22.580124,38.482552,93,4
22.496567,38.574474,42,6
22.501373,38.571468,55,4
22.587376,38.482151,52,3
22.582355,38.477985,69,2
23.770832,37.965363,9,1
24.28834,41.098541,3,2
24.813244,37.837555,1,2
23.758837,37.995148,7,2
26.984257,37.745232,3,3
22.995728,40.600517,10,1
22.95141,40.634731,7,1
22.584887,38.478622,65,4
22.548323,38.514324,65,2
22.548323,38.514324,92,2
22.548323,38.514324,96,2
22.548323,38.514324,100,3
22.548323,38.514324,72,2
22.502747,38.572865,106,4
22.502747,38.569923,140,1
22.502747,38.570904,140,1
22.499313,38.578178,77,3
22.584566,38.480202,136,1
22.50206,38.57383,107,2
22.634813,38.476925,107,5
22.548323,38.514324,59,3
22.50206,38.572327,77,4
23.81282,37.8396,8,5
23.734192,37.966125,15,2
23.986158,38.045437,7,1
22.817751,39.275314,5,1
22.817917,39.275188,3,2
23.744219,37.978561,27,1
23.928841,37.838539,7,3
21.733585,38.240284,10,2
23.81777,38.094009,17,3
22.948755,40.631176,2647,3
23.748541,37.991421,6,2
23.763073,37.974667,9,3
23.736395,37.959248,17,1
24.945177,37.444817,7,14
21.792459,40.3293,4,1
23.73991,37.872414,20,2
23.84956,37.807987,11,4
22.548323,38.514324,62,1
22.573986,38.486683,65,4
22.548323,38.514324,55,3
22.584566,38.480202,80,4
22.50412,38.570717,60,3
22.584566,38.480202,78,2
22.494261,38.480255,30,4
22.548323,38.514324,62,7
22.584566,38.480202,72,4
22.500687,38.572327,100,3
22.50206,38.568031,120,2
22.502747,38.569641,93,2
22.50824,38.569107,93,3
22.548323,38.514324,53,4
23.766411,38.000046,12,2
24.380438,40.929012,7,1
23.609812,39.988171,30,2
23.059839,39.361282,3,4
25.332983,37.445297,22,4
25.334055,37.451839,25,5
23.016409,40.582821,4,5
22.95487,40.612518,5,3
22.95487,40.612518,6,3
22.95487,40.612518,7,2
22.95487,40.612518,7,1
26.557653,39.108051,13,1
23.836853,38.109745,10,3
23.737749,37.978329,20,0
23.729731,37.989513,12,1
23.849924,40.424034,35,2
23.73049,37.99049,11,1
23.723375,37.993309,10,1
22.95656,40.63942,10,1
23.760515,37.8759,13,3
28.222731,36.449219,18,6
23.745174,37.994556,18,3
23.799456,38.059292,10,3
23.759243,37.869331,13,3
20.859047,39.635525,7,1
23.82333,38.085911,14,3
22.546349,38.516743,82,3
23.055067,40.524727,6,2
24.017658,38.010162,6,3
22.431879,39.651043,3,2
21.73546,38.247082,6,3
22.94256,40.64238,5,1
25.15468,37.08271,10,3
23.728849,37.997372,13,1
23.829733,38.064953,13,3
23.982828,38.043003,5,3
23.902679,37.755211,11,1
23.823345,38.089615,18,2
20.860191,39.63559,8,1
23.730371,37.987171,11,1
23.82749,38.03561,22,0
23.718988,37.915543,35,2
23.718988,37.915543,33,1
23.718988,37.915543,40,0
23.718988,37.915543,27,2
25.406902,41.119194,8,0
23.923931,37.753582,9,3
23.351742,40.049332,1,2
21.75631,38.236622,7,1
23.898462,38.250969,10,3
23.731779,37.994831,11,2
23.73275,37.910675,27,4
22.72851,38.0298,5,4
22.743151,38.01133,4,3
23.767876,37.839802,22,1
23.757462,37.868179,15,2
23.770252,37.880005,10,6
23.742577,37.868771,26,2
23.696274,37.990601,8,4
23.778141,37.854759,11,2
23.742577,37.868771,23,2
22.419228,39.63485,4,2
23.865271,38.125252,8,2
23.879959,38.12487,9,2
23.847691,38.104481,8,2
22.95503,40.618618,12,0
22.953281,40.60313,6,2
23.800625,37.815285,19,2
23.752892,37.873371,33,2
24.049566,37.843784,10,4
21.75782,38.26807,8,1
23.881418,38.10606,6,5
23.781889,37.816517,17,3
23.77125,37.993519,15,1
23.779026,37.99509,8,2
23.743965,37.991535,10,1
23.773024,38.008236,27,4
23.872963,38.045288,15,4
23.731123,38.011929,6,2
23.731697,37.982464,18,1
23.73756,38.002361,9,0
23.772835,37.99913,8,2
23.760691,37.843941,24,2
23.751627,37.954098,12,2
23.018066,40.587132,4,1
23.731731,37.96106,27,1
23.756647,37.869915,33,2
22.948391,39.359646,17,2
24.252028,40.845348,5,3
23.929747,37.83836,6,3
22.94315,40.630386,35,2
22.943407,40.630054,29,2
23.136942,37.333641,31,6
20.855978,39.668919,10,2
22.960003,40.617424,6,1
23.862129,38.11832,5,3
24.420118,38.015472,9,1
19.826824,39.593536,21,3
22.950117,40.629395,7,1
22.945435,40.638355,22,0
23.796148,38.010468,15,2
23.906767,37.816566,18,4
23.808094,38.042839,9,2
23.727507,38.011261,10,2
23.738134,37.871429,12,3
23.699821,37.924118,11,3
23.116436,37.759453,4,2
23.799603,37.816544,13,3
23.911768,37.745407,8,2
23.77079,37.846802,14,3
22.95689,40.585663,16,1
23.774876,37.849323,9,5
23.772547,37.841732,20,1
23.689087,37.942314,15,1
23.789431,38.002499,10,0
23.767862,37.886395,9,2
23.781282,37.858715,21,4
23.591726,38.463631,11,1
23.665255,38.007721,10,1
22.979721,40.607418,11,0
23.89852,37.798168,7,4
26.555811,39.107288,8,1
23.807009,38.082268,20,2
23.823109,38.090187,22,1
23.811935,38.078297,12,1
23.754311,37.861019,27,1
23.77169,37.847,16,1
23.7651,37.838581,17,3
23.945101,37.679249,13,3
23.768551,37.85463,18,2
23.738529,37.872429,12,3
23.911619,37.750992,10,3
23.77618,37.82542,22,3
23.762461,37.867668,15,5
23.77059,37.854229,13,4
23.750681,37.869579,22,2
23.83379,37.848389,16,6
23.916241,37.735062,22,4
23.77137,37.879059,11,6
23.74131,37.86982,20,3
23.79734,37.815842,25,2
23.75218,37.878181,30,1
23.7316,37.910351,20,3
23.78145,37.8353,14,3
23.780951,37.849121,16,3
23.76203,37.88129,15,2
23.761909,37.843441,19,2
23.78142,37.86039,13,4
23.944269,37.733002,10,5
23.76564,37.855148,34,3
23.888531,37.778431,17,5
23.78573,37.81144,26,1
23.74852,37.901989,9,2
23.74465,37.867142,18,3
23.748911,37.861919,19,3
23.718781,37.915409,18,2
23.76251,38.00732,24,1
23.735729,37.87413,15,2
23.738569,37.868229,31,4
23.81773,38.073265,18,1
23.72365,37.965408,24,1
23.77387,37.816441,38,2
23.72242,37.9632,18,2
23.726191,37.962471,27,0
23.740433,37.968163,24,1
23.746309,37.96611,17,2
23.74308,37.976749,26,3
23.74626,37.967548,23,1
23.75222,37.967541,18,2
23.693821,37.923161,21,2
22.961832,39.005047,6,1
21.316963,37.646233,8,1
23.74288,37.992802,8,1
23.800323,37.825073,27,2
22.944241,40.641663,6,2
23.742216,37.977196,11,1
21.843945,38.390011,5,3
23.763189,37.864769,15,3
23.560427,40.006664,25,2
20.354549,39.31319,7,0
26.102859,35.21006,4,2
23.714001,37.946957,15,1
23.747021,37.991699,11,3
22.04842,40.798969,5,1
23.6423,37.99506,6,1
23.745449,38.004501,10,1
23.739611,37.871536,10,3
23.774973,37.816666,30,2
21.76799,39.559589,14,1
23.764391,37.993038,12,2
23.738173,38.014091,8,1
23.72353,37.949917,8,3
23.730759,38.006668,11,1
25.12254,35.332489,10,3
23.780809,37.970539,7,2
23.693893,37.923168,21,3
23.729816,37.999596,12,1
23.729816,37.999596,12,1
23.764458,37.872627,10,3
23.789989,38.048618,7,4
25.13378,35.312752,7,3
23.731621,37.961788,10,2
22.93531,37.939091,7,1
23.81945,38.048889,13,2
24.37781,40.924404,7,1
23.759758,37.86697,22,1
23.734541,37.925949,8,3
22.75993,37.411949,33,2
23.738943,37.928268,6,3
23.720284,37.916042,25,2
23.642,38.570568,4,2
23.721584,37.915352,22,2
22.46599,39.565109,7,3
26.127625,38.380688,7,0
24.463818,35.363007,12,3
23.91832,38.290668,12,1
23.835167,38.089264,6,5
23.648571,37.944229,12,2
23.757313,37.935162,8,3
24.459343,38.000019,20,2
22.853586,37.93948,17,1
23.752047,37.954216,12,2
23.741798,37.970997,14,3
22.953314,40.607552,13,3
23.316601,38.306938,7,2
23.784269,37.810509,27,2
22.50186,40.101028,16,3
22.937389,40.6437,22,1
23.745596,37.979214,14,2
23.653379,37.983028,5,2
23.020174,40.547073,6,3
23.72278,37.981579,50,1
20.85054,39.658211,9,2
23.737335,38.012936,10,3
23.714312,37.953362,10,1
22.89303,40.667278,4,3
23.796591,38.009209,9,2
23.719891,38.017471,9,1
23.718184,37.994564,13,1
24.386194,40.924839,7,1
24.316483,40.865749,5,2
25.336229,35.209,4,2
23.747515,37.861759,100,4
26.500561,41.351398,3,2
23.74477,38.020569,8,2
22.945593,39.364452,5,3
20.876974,39.599487,7,2
23.831491,38.086899,14,2
21.79085,40.301929,3,4
22.94318,40.6451,7,1
23.760637,37.99268,12,2
23.660221,37.9398,7,1
22.94393,40.637981,11,1
24.038494,35.518414,16,1
23.160275,40.281898,1,2
22.957886,40.615253,7,1
23.692869,37.924122,11,3
23.760307,37.871647,17,3
23.767273,37.999229,9,2
23.756504,37.982655,10,2
22.3783,37.514999,5,1
23.743872,37.977982,26,1
23.924509,37.962608,8,3
21.795689,38.210987,3,4
23.72858,37.989491,5,15
22.953873,40.61607,17,2
23.765614,37.886894,9,2
24.40255,40.939114,5,2
24.401627,40.939323,5,2
22.96401,40.614571,17,2
23.847927,37.813549,10,4
24.048361,37.670952,19,3
23.69796,37.925953,15,9
22.892179,38.439571,5,2
23.74021,38.002983,9,2
22.93922,40.63335,24,0
23.73889,37.96563,50,1
23.743677,37.991367,9,1
23.689581,38.047668,4,3
23.918921,37.747219,6,3
23.742079,37.978043,31,2
23.775316,37.812954,35,2
23.739807,37.97868,31,2
23.64345,37.937698,8,2
23.72979,38.00486,9,2
21.784651,40.289848,8,0
23.153879,38.95079,4,6
23.368828,40.021454,20,2
22.376909,38.527039,4,1
22.96965,39.357021,9,1
24.6362,40.761669,16,2
23.72617,38.00116,7,1
21.739029,38.237675,12,1
21.732141,38.236687,5,2
21.754978,38.239384,8,3
21.735077,38.246731,2,4
21.744143,38.254856,3,5
21.814455,38.310944,4,2
21.757254,38.231941,4,3
21.809477,38.310158,6,1
21.738113,38.246338,9,2
21.727888,38.235523,6,2
21.734888,38.247509,11,1
21.754099,38.268341,13,1
21.738161,38.246319,8,1
21.739679,38.252983,6,2
21.738188,38.247852,5,3
21.732824,38.240707,5,3
21.735807,38.246902,6,2
23.881981,38.09655,6,3
21.757574,38.265411,13,0
21.266634,40.520046,5,1
23.809326,38.073772,21,3
23.733955,37.995773,13,2
23.810881,38.094311,16,2
23.308331,40.230808,20,1
22.84486,37.934391,2,3
21.7484,38.269291,12,2
23.98929,37.72813,5,4
25.350588,37.451996,357,1
25.356182,37.477306,35,2
23.777224,37.834282,18,1
23.630482,37.974682,6,3
23.83839,38.05125,11,0
24.350122,37.674789,35,2
23.744011,37.965031,15,2
21.736973,38.248802,22,1
23.711142,37.995361,10,1
23.902651,37.754799,20,0
22.949579,39.360111,5,1
22.96866,40.611229,11,1
22.951914,40.636383,11,0
22.957827,40.639362,10,1
23.735151,37.989117,11,2
22.948389,39.372871,5,0
23.689039,37.932026,15,3
23.89373,38.092541,7,3
25.740484,35.012352,7,2
23.678234,37.947472,13,2
22.95339,40.609318,7,2
23.759697,37.889984,13,4
22.487238,38.592903,6,2
23.74371,37.99752,9,3
23.749081,37.992741,10,1
25.261259,37.069046,17,1
22.690887,38.05566,4,2
22.731279,37.635208,6,2
22.951071,40.63575,7,2
22.904921,40.66124,3,0
23.724483,37.984241,10,4
23.569319,40.003265,38,2
21.692289,37.0742,3,3
23.73868,38.005878,10,1
24.905561,37.416485,7,1
22.961281,40.639858,13,0
23.767799,37.98172,8,2
23.050819,40.32946,2,2
23.196659,40.25816,6,2
22.954388,40.63707,10,0
22.950226,40.641052,11,1
23.023352,40.582672,7,4
23.73933,38.002548,5,2
19.858852,39.557755,14,1
19.858406,39.557209,14,1
22.95636,40.61871,10,0
21.429211,38.3769,6,0
24.425972,38.138176,6,1
22.327158,38.175861,7,1
23.73757,37.99577,14,1
23.79892,38.055031,15,4
22.429272,38.899307,4,1
23.220755,41.133152,2,2
21.63784,37.066502,6,2
22.895241,40.660709,2,2
23.74712,37.971722,10,1
23.76124,38.032982,8,2
23.4473,40.074341,1,2
23.790039,38.055168,10,0
20.750669,38.958157,1,2
23.776291,37.975761,6,4
21.93446,36.955929,10,4
22.946983,40.640007,12,1
25.825474,40.852371,8,4
22.938999,40.633606,23,0
23.725149,37.967152,15,2
23.614077,39.989952,57,2
23.771839,37.899849,21,2
23.737589,37.97493,20,4
21.791918,40.304554,9,1
23.721573,37.991634,9,3
23.721628,37.99176,8,2
23.739889,37.979454,16,2
23.525398,40.01627,2,2
22.97835,40.612808,6,2
22.97835,40.612808,6,2
