Long,Lat,price_per_meter,rooms
23.760998,37.86491,27,2
22.947439,40.638409,9,2
21.81366,38.38884,1,1
23.641331,37.930641,4,1
24.230175,38.171646,0,1
21.748928,38.219818,8,1
21.790062,38.305191,9,1
24.018738,37.872707,36,1
20.849831,39.663525,8,2
22.051619,40.801704,4,3
23.195908,38.677162,11,0
23.201544,38.650696,8,0
23.71575,37.920849,12,0
21.753466,38.261284,11,1
24.405087,40.936241,5,2
24.405087,40.936241,5,2
23.7859,38.028839,10,2
22.41329,39.638599,4,3
23.76671,37.882851,9,2
22.902313,40.405468,5,2
23.02173,40.543209,6,4
22.63756,38.075909,3,2
22.91987,40.712849,7,3
23.775721,37.841148,9,3
25.201361,37.00222,8,0
24.064962,37.683064,19,3
22.255554,38.002926,10,1
24.530491,35.348835,9,4
25.344503,37.477066,142,1
23.747776,37.99482,8,1
23.753525,37.967598,10,1
23.749945,37.996067,11,1
22.900103,40.502415,8,1
21.731541,38.23267,7,1
23.74161,37.997669,10,1
23.70813,37.946129,8,2
23.73123,38.008591,8,1
23.135513,37.406487,10,2
23.766327,37.989487,8,2
22.932301,40.669891,5,2
22.954041,39.363258,10,3
22.925226,37.94315,20,2
22.92527,37.937057,30,1
21.979944,38.300533,8,1
23.134932,37.406734,1,4
19.707886,39.752174,7,2
22.57616,40.99229,0,1
23.049669,38.856461,37,1
23.724409,38.044899,7,3
21.79368,38.9156,5,1
21.749378,38.233734,5,2
23.74062,37.985592,18,0
24.76918,35.073921,8,0
19.880417,39.633064,12,3
22.97957,37.973751,1,1
19.87145,39.636974,15,2
23.714903,37.990067,10,2
22.95159,40.627762,8,2
22.74272,38.017731,31,1
22.945543,40.629307,11,1
23.82279,38.031651,10,0
23.79686,37.81694,18,2
23.78381,37.815456,22,2
23.74539,38.011101,13,0
23.810865,38.010918,5,0
23.819544,37.817242,20,1
22.926252,40.649654,5,2
23.730232,37.998966,8,1
22.613489,38.08223,11,2
23.22875,38.621101,6,3
25.747543,40.853863,5,3
23.76717,37.94035,8,0
22.965651,39.362499,7,2
22.388929,39.633141,4,3
23.760231,37.863361,27,2
22.997978,37.85994,6,2
26.970381,37.759491,8,0
24.797215,37.842293,3,2
20.84622,39.662109,11,0
21.740009,38.236519,8,1
23.73662,37.993233,13,1
23.811741,38.04554,14,2
23.800791,37.82008,14,2
23.699051,37.951408,6,2
23.489349,37.765251,10,1
25.26392,35.127522,6,1
23.8088,38.399651,4,5
20.85284,39.66061,6,2
23.223917,38.145878,26,0
23.71998,37.985771,5,1
22.850409,40.636017,6,2
23.069162,38.671059,5,1
23.178226,38.673611,5,1
24.426748,38.0163,0,2
22.974051,40.590561,9,2
23.715879,37.94429,10,3
23.594372,38.463673,3,3
25.400431,41.121059,4,1
23.637039,38.36956,6,0
23.815523,37.837349,21,3
24.00622,38.019119,8,1
23.862209,38.109348,8,3
23.758444,37.888184,13,4
23.878576,38.004795,9,1
20.855543,39.654514,7,1
23.748907,37.879032,13,3
23.71858,37.992939,7,0
22.971666,40.58987,9,3
23.76487,37.97356,16,1
22.64016,38.074791,8,3
23.705492,37.954994,7,2
23.691799,38.037357,6,2
23.902376,37.801888,10,1
24.284161,35.3344,10,3
23.831093,38.084766,16,4
21.731649,38.2341,8,1
22.974787,40.600517,8,1
23.703911,37.919487,36,3
22.906525,40.669964,6,3
23.749901,37.97327,10,0
23.68433,37.944012,11,2
22.95212,40.63924,12,0
23.763149,37.999161,12,2
21.810499,38.314102,9,1
22.96311,40.617779,12,2
24.42425,38.013985,5,2
21.79533,38.91666,4,3
23.54777,41.086941,5,1
23.69281,38.02726,5,2
23.710941,37.929188,12,3
23.54657,41.085579,4,2
23.59366,38.46283,21,0
24.520554,37.147938,12,2
23.713951,37.966854,26,1
22.949358,40.641155,10,0
23.74601,37.96423,10,2
23.013353,40.579739,6,4
23.768169,37.987431,8,3
23.761202,37.867847,10,3
23.76037,37.844341,16,2
23.751068,37.974522,18,3
20.85054,39.656811,5,1
23.975,35.50148,20,0
23.946461,37.741482,17,2
22.946877,40.588684,9,2
23.754539,37.904999,7,3
23.762068,37.985519,12,2
23.782074,37.823135,11,2
23.625549,37.94413,13,1
23.648439,37.941738,24,0
21.402361,38.624668,6,1
23.74441,37.969292,10,0
26.175013,40.892704,3,2
23.745193,37.927036,19,1
23.767321,37.839794,14,1
23.729271,38.00412,8,3
23.76082,37.976021,9,0
23.790039,38.055168,9,2
23.807453,38.096016,14,4
23.804659,37.83342,12,2
23.762569,37.991718,11,1
23.992331,37.981949,6,2
23.759193,37.882553,10,2
23.760687,37.89653,9,2
23.786743,38.302811,6,1
21.736017,38.247425,5,1
23.766729,37.98634,13,1
23.85494,38.060162,11,2
21.75058,38.234447,8,1
23.74555,37.97995,26,0
23.716721,37.913559,11,2
23.759199,37.883492,11,3
23.76071,37.859341,18,0
23.764952,37.843502,17,1
23.165359,37.950222,7,1
23.774242,37.811005,47,1
25.320396,37.484016,18,1
22.8647,37.55933,6,1
22.948938,40.639439,8,1
22.989523,40.501453,6,2
22.923742,40.713161,3,4
23.759539,37.869492,26,2
20.856211,39.669323,10,1
23.850401,37.808128,20,2
23.735279,37.999352,7,2
22.948021,40.631039,9,2
23.740595,37.998775,9,3
23.72916,37.989651,9,1
24.209896,38.249878,0,2
22.632812,38.077927,3,1
23.739708,37.984268,15,1
23.798674,38.046684,14,2
25.758863,40.850018,12,2
23.75054,37.990181,16,2
23.739576,37.991634,13,1
21.758938,38.271191,12,1
21.744711,38.254593,3,4
21.764774,38.28603,16,1
22.951031,40.637272,8,1
21.849089,38.325428,6,4
22.943846,40.640701,16,1
23.859579,38.137859,7,1
21.776356,38.281208,9,1
23.759539,37.869492,26,2
21.804472,38.314537,6,2
23.023352,40.582672,8,3
24.00621,37.931938,14,2
23.748989,37.86517,19,1
22.602737,38.056156,3,2
23.698883,37.922649,12,3
23.727234,37.957027,11,0
21.41349,38.619122,3,2
23.705231,37.961689,7,2
23.737379,37.98233,26,2
23.744387,37.97905,28,1
23.713268,37.915283,30,0
23.02404,40.496784,14,4
22.021671,38.295074,3,4
23.874531,35.516647,6,3
20.85371,39.661942,9,2
23.775158,37.817112,23,1
23.756662,38.142563,7,2
26.17301,39.09996,5,2
23.817146,38.014065,10,2
24.410509,40.938889,7,1
23.813675,38.094311,17,1
21.40744,38.625782,5,2
23.90452,37.745796,15,2
23.78002,37.822651,19,3
22.433947,38.899986,3,2
23.70598,40.721859,21,2
26.491289,41.352821,4,2
23.75555,37.971882,10,1
23.754454,37.872574,31,3
23.74439,37.979328,11,2
25.192337,35.278419,15,2
20.540829,38.377831,2,2
23.817762,38.005428,10,2
23.8195,38.005554,10,2
22.964165,40.624599,21,1
23.714354,38.000671,13,1
23.762032,37.981495,7,3
23.723471,37.915089,13,3
23.79203,38.087463,8,3
22.859308,38.759457,6,2
22.929131,40.641129,16,0
22.946985,40.629875,10,5
23.943964,37.734051,9,3
23.65843,37.939831,18,3
23.806021,38.085419,9,2
21.75219,38.219601,13,1
23.75252,38.013359,8,0
23.878576,38.134983,4,4
23.800507,38.07692,13,2
23.877998,38.105904,6,3
23.75238,37.990871,10,2
23.786692,37.823021,20,3
23.746368,37.96917,10,1
22.905781,40.669861,6,3
23.720621,37.99295,7,1
24.074917,37.75275,10,1
23.781399,37.823727,43,2
23.762394,37.845181,33,3
23.72892,38.000969,9,2
23.760691,37.845325,40,3
25.418365,37.439526,20,2
23.745279,37.866959,22,2
21.250731,40.51107,8,1
23.990063,38.041264,8,3
23.750893,37.971954,10,2
23.671045,37.987865,9,1
21.736534,38.246864,8,1
21.750484,38.219692,12,1
23.743071,37.92416,9,3
26.49357,41.35022,2,1
22.660847,38.151134,6,2
23.72887,37.990391,10,2
21.752351,38.238770,8,1
23.692764,37.92831,15,4
21.742683,38.221375,8,1
23.756523,37.983261,11,2
22.972883,40.605179,7,1
23.01466,40.344975,33,1
22.37027,37.502892,7,1
25.170309,37.538509,10,1
19.712938,39.675529,0,2
23.74407,37.956871,9,2
25.400583,37.453934,0,1
23.774654,38.4095,1,2
23.808687,38.094898,11,3
23.801933,38.032349,11,2
23.437197,40.074673,12,2
23.734819,38.000099,11,1
23.746262,37.86541,20,2
26.13862,38.373238,26,1
23.748716,40.136333,120,3
23.803705,37.831802,11,2
22.92861,40.675411,13,1
23.72299,37.99065,5,2
26.982422,36.963718,3,3
23.765841,37.98164,22,3
23.78652,37.813992,18,3
23.765854,37.980694,22,3
20.846064,39.641968,9,1
20.846243,39.649689,10,1
23.749269,37.960819,9,2
22.979687,37.9533,10,1
23.018591,40.586761,10,3
23.764135,37.983074,7,3
24.93932,37.389545,16,1
22.962027,40.601948,15,1
24.384758,40.924927,14,1
23.799957,37.820736,14,1
26.570177,39.073521,15,1
22.963734,40.623631,12,1
22.961178,40.602806,6,1
22.963491,40.617233,13,1
22.97599,37.973179,46,1
23.728109,37.990269,23,1
21.805227,38.311325,4,2
24.404879,40.94313,12,1
21.911489,39.33205,9,0
23.055735,40.526001,6,2
25.44593,36.357346,10,0
23.722519,37.96624,13,2
21.740091,38.263042,9,1
22.427942,38.916733,4,1
22.548122,38.514126,84,2
23.77693,37.831242,12,5
23.71656,37.908272,15,3
25.079618,35.328728,9,1
22.95331,40.63612,9,1
23.891809,37.79076,12,1
23.729008,37.999542,10,1
23.790052,38.049667,7,4
22.97625,37.973141,5,4
22.81382,39.276466,5,2
23.74662,37.8657,28,2
23.733061,38.00922,7,2
23.645411,37.9305,10,2
23.74367,38.001431,8,0
23.750298,37.870335,19,2
22.95039,40.636478,9,0
22.936546,40.681927,5,0
23.707315,37.966278,28,1
23.645271,37.93055,10,2
22.92337,40.652382,6,2
23.744448,37.957607,9,2
23.74696,37.964272,18,0
23.527765,40.016518,22,2
23.939369,38.03183,9,3
23.734373,38.000889,8,2
23.731749,38.004276,4,3
23.804443,38.05703,11,2
23.731569,37.954491,6,1
23.760201,37.882092,14,1
24.026751,37.99271,12,0
23.911869,37.734421,16,1
25.193493,35.332283,17,2
24.9512,37.774231,5,2
23.773485,37.81543,52,1
23.713514,37.943142,8,2
22.917589,40.713516,4,4
23.221268,37.971165,27,2
23.69879,37.951939,10,1
22.944818,40.642345,5,2
23.740408,38.007771,7,3
23.748013,37.971298,12,2
21.73649,38.245949,9,2
23.72154,38.000229,8,1
20.84239,39.658951,9,1
21.739342,38.265724,10,1
23.73211,38.00587,9,2
23.76716,37.93615,6,2
23.757147,37.980904,10,3
20.865505,39.635784,7,2
22.964081,40.61517,15,1
23.04878,39.315151,6,2
23.74386,37.967548,14,3
24.23959,41.074902,3,2
23.744991,37.922218,9,3
24.38076,40.922329,5,0
23.810286,38.094021,10,3
23.85103,38.002159,9,4
23.94264,37.700901,13,6
23.747023,37.978481,26,2
24.049738,37.827702,10,1
23.729317,37.993999,11,1
23.002119,37.944012,3,0
23.995722,35.507812,10,1
22.971069,37.982571,12,0
23.735743,37.990204,14,1
23.758612,37.850559,37,3
26.494289,41.351421,4,1
22.943701,40.578789,6,3
23.993891,38.043419,14,3
23.751926,37.913361,9,3
23.77416,37.828991,30,3
23.643072,37.933578,9,2
23.52087,40.020088,12,1
23.734819,37.988338,10,3
22.963345,40.602695,7,1
23.68399,38.009491,10,0
21.431351,38.382858,6,0
21.861662,38.893105,5,5
21.758181,38.275261,7,1
23.709961,37.949841,8,2
23.676821,38.0201,7,2
23.020473,40.586777,10,3
21.40905,38.627911,5,1
22.941648,40.645336,7,2
23.728249,37.963757,10,2
25.874901,40.844704,7,1
21.768471,39.552494,5,2
23.765612,37.981499,22,3
25.388288,37.447948,21,1
23.819151,38.097858,12,2
22.77928,37.97183,5,0
23.654503,37.957092,10,2
23.82802,38.088703,20,2
22.954229,40.614189,9,0
23.645506,37.93148,9,2
23.706078,37.957546,10,2
23.784512,37.816917,21,1
23.812632,38.068703,16,3
23.852242,38.059715,13,3
23.800791,37.82008,14,2
23.756599,37.850578,40,3
23.74555,37.98661,10,2
23.859552,38.057552,17,2
23.774414,37.83691,20,4
23.76296,37.839607,15,4
23.689634,37.9426,13,1
23.765295,37.8377,21,3
22.97467,40.62019,11,1
23.781322,37.821472,17,2
23.742313,37.882103,28,3
23.7533,37.856762,16,3
23.756487,37.84697,18,2
23.72917,37.985405,9,4
23.76433,37.982208,22,1
23.672194,38.010174,5,2
23.77606,37.844902,17,4
22.945541,40.662216,6,2
23.222626,39.014046,20,2
23.213339,39.007595,20,2
22.96122,40.64917,8,3
23.77623,37.99651,10,2
23.840401,38.064362,9,2
23.67193,37.987122,9,1
23.031137,40.585178,6,4
23.145769,37.331043,2,2
22.429859,38.905319,5,3
22.945675,40.629726,7,15
22.95294,40.59145,9,1
23.784285,38.05368,8,3
22.95211,39.358696,14,1
22.979622,38.493069,3,2
21.789932,40.299461,7,0
21.430149,40.085468,5,1
23.658365,37.938618,15,2
23.025358,40.584782,10,3
23.04051,37.61026,9,1
22.496866,40.270184,7,1
22.928642,40.649548,6,2
23.72916,37.989651,9,1
22.36488,37.505692,1,1
22.3643,37.506184,7,0
23.742029,37.97522,21,3
24.04587,37.82093,1,2
22.439117,38.135727,10,0
23.74828,37.97364,12,3
22.418489,39.636559,31,1
23.736891,37.995621,7,0
22.406639,39.642681,8,1
22.86389,40.457699,4,2
21.729309,38.241501,7,2
22.96092,40.59996,7,0
23.529253,37.77253,8,2
22.751162,38.010502,5,2
22.947229,40.643551,7,1
22.781116,37.981857,9,1
23.736992,37.957294,9,2
23.633009,37.927624,17,2
23.736015,37.958885,17,1
21.752857,38.219898,13,1
21.744816,38.270805,7,1
22.43055,38.907543,7,1
21.734035,38.236847,5,2
22.972128,37.96336,3,0
21.521547,38.144291,6,2
22.858721,38.758358,6,2
23.757771,37.853642,17,2
23.70532,37.92012,23,2
23.85458,38.113567,9,3
23.570284,37.96423,8,2
23.663668,37.952896,8,2
22.969481,40.61459,9,0
24.284161,35.3344,7,4
22.805149,37.961033,6,2
23.77636,37.975479,8,3
23.756325,37.855537,30,1
21.768789,38.210991,5,3
23.79953,37.81628,37,2
23.79627,37.816898,11,3
22.424898,38.129429,3,3
23.7304,37.998241,9,1
23.753429,37.85231,41,3
21.793341,38.304321,6,1
21.734861,38.245998,6,2
23.59502,38.465481,17,0
21.263496,40.523289,5,2
23.050911,40.627911,15,0
23.15624,37.638943,5,2
23.85533,38.051025,8,3
22.42351,39.64164,5,2
23.832945,38.043964,7,3
21.750071,38.238655,6,2
23.744577,37.867188,34,3
22.436331,38.889198,7,1
21.740828,38.251629,9,2
21.74291,38.25412,6,2
22.952986,40.607018,17,1
23.44718,40.072369,5,2
23.801762,38.031876,11,2
23.802505,38.055111,17,2
23.795532,38.052628,8,4
23.892151,38.387718,23,1
23.753229,37.87294,28,3
23.785881,38.027763,7,3
23.647572,37.934551,7,2
23.864544,38.120754,7,4
22.867241,38.436081,4,2
23.74979,37.892014,13,4
23.755941,37.855888,18,2
21.739384,38.246426,6,2
22.991875,40.6586,6,2
23.766582,37.982937,22,2
23.627319,37.931488,11,1
25.107321,35.248039,7,3
22.083059,38.248379,7,0
23.733288,37.965469,7,3
24.34944,35.288078,4,2
23.707088,37.917221,22,1
23.719234,37.905602,14,2
23.744177,37.978371,24,1
23.76243,37.860104,11,3
23.757635,37.855591,30,1
23.694355,37.926888,18,2
23.740055,37.980782,18,1
24.873281,37.817581,4,2
23.757357,37.859154,33,1
22.922926,39.3713,5,2
23.743439,37.869247,18,3
23.743933,37.866661,25,2
23.743271,37.86861,22,2
21.730742,38.245411,5,3
23.742853,37.868397,20,3
22.920561,40.641579,6,2
22.950121,40.637909,14,1
23.744539,37.866959,20,6
23.738951,37.982121,15,2
22.9578,40.614681,6,0
23.76713,38.00761,16,2
25.10301,35.321709,6,0
25.10301,35.321709,11,0
23.747236,37.997913,8,2
23.756994,37.857285,30,1
26.526901,41.50404,3,3
22.93767,40.645741,6,2
23.994261,38.043999,14,3
23.69591,37.929691,10,2
23.721064,37.947056,10,5
23.77253,37.977982,7,2
24.002239,37.905041,41,2
22.96212,40.67943,0,1
24.92815,37.448532,6,3
22.995098,36.201511,6,2
23.484529,40.040009,32,2
25.135719,35.328911,0,2
24.380777,40.926762,7,0
24.42235,38.014122,11,0
24.415205,38.018749,8,1
22.654631,39.974319,31,3
23.52499,40.924595,3,2
23.800968,37.82114,20,0
23.783764,37.856319,14,2
23.850681,38.112507,9,4
22.951834,40.59885,12,1
22.956179,40.606758,7,2
23.716887,37.914585,33,2
24.006849,37.971088,7,2
20.479771,39.31329,0,3
24.88298,41.12533,2,2
23.321671,40.155022,1,2
23.20796,38.664181,9,2
22.857237,37.517643,26,0
22.979202,37.977516,8,1
23.800131,37.822769,20,1
23.54726,41.08054,6,1
23.739048,37.982285,15,2
25.32305,35.202351,7,2
22.08812,38.249302,5,1
23.813,38.09359,14,2
23.73971,37.86895,21,2
23.021038,40.547722,10,2
23.739012,37.869778,21,2
23.74246,37.97961,10,2
23.73974,37.868645,12,2
21.328819,37.662861,4,2
23.652321,38.012058,6,3
23.774542,38.006126,21,2
22.9669,40.597252,8,2
23.813459,38.041592,10,3
26.698799,37.791569,7,0
22.963894,40.584587,21,1
23.001873,37.912277,10,2
21.429258,38.365425,8,1
22.81389,37.57201,9,0
23.567133,38.491783,6,3
21.188049,38.69458,6,2
24.02994,38.51601,3,2
23.715126,37.990971,10,2
23.768007,37.837093,52,3
25.120081,37.556862,51,1
23.512577,37.769958,16,3
23.745066,37.960396,1486,2
21.737055,38.241669,10,1
21.732491,38.234776,5,2
23.854454,38.027142,9,3
23.88212,38.43956,5,1
23.731794,38.015633,7,2
22.00486,40.1847,3,1
22.93524,40.641811,10,1
23.671,38.036861,13,0
23.766581,37.99194,15,3
22.00486,40.1847,5,1
23.008173,37.845024,15,1
23.726601,38.009289,6,2
24.00108,37.979759,9,2
22.99885,37.868816,33,1
22.996368,37.848118,5,0
24.42132,38.017719,9,3
22.41157,39.635948,10,1
21.80488,38.91296,7,1
21.794649,38.914211,8,1
24.316133,37.654694,3,5
22.917801,40.731361,10,1
23.84024,38.01149,10,2
23.862509,38.12545,9,1
22.972839,40.572201,240,11
22.39241,37.504669,11,1
22.939751,40.64196,6,2
23.69153,38.04466,7,0
21.380461,40.41478,1,3
23.75354,37.97731,15,1
23.7892,38.017879,13,2
24.07247,37.753262,5,3
22.42642,38.908642,6,1
22.945429,40.64233,8,1
23.181498,38.645893,4,2
22.426807,38.908726,8,1
23.71059,37.960869,8,0
22.942369,40.637634,11,0
21.749241,38.226742,7,1
23.730789,38.01667,8,1
23.173363,40.274845,1,2
23.749416,37.869083,25,3
23.432051,37.747372,12,2
23.580311,37.965759,8,2
21.706667,38.18288,3,3
23.71327,37.947369,7,3
23.83182,38.02037,11,2
23.03326,40.580589,6,2
22.953671,40.60157,10,2
23.757481,37.983978,8,2
23.572832,40.001968,63,3
23.984091,38.072151,7,4
22.960695,40.575802,9,3
23.749798,37.885544,15,2
22.47868,40.188492,5,2
23.753559,37.966381,11,2
20.893419,38.91692,1,0
23.711157,37.917423,10,1
23.806503,38.053467,12,2
25.104017,37.021172,10,2
23.71468,37.914082,18,2
25.163643,35.333858,8,2
23.789928,38.018547,13,2
23.903332,37.750954,16,1
23.325132,40.218292,1,1
20.851009,39.65871,8,1
23.72735,38.00095,9,2
21.73975,38.258129,5,2
23.65411,37.994251,7,0
23.743429,37.976021,14,1
23.64463,37.94109,12,2
22.435621,38.889904,8,1
23.726419,37.931301,7,0
23.16905,40.275532,8,1
23.297859,40.24501,0,1
25.42798,36.418549,36,2
24.077742,37.76461,10,2
22.925341,37.9384,11,0
23.730875,38.004787,11,2
23.876715,38.096706,10,4
20.844419,39.665359,4,2
23.13509,40.292999,10,2
23.628273,37.930779,8,2
22.952566,40.592743,9,1
23.002769,40.662128,5,2
23.171669,38.670601,7,2
23.714849,37.910957,11,3
23.040562,37.922363,4,1
23.76133,37.85149,24,2
20.848261,39.652,11,1
20.848261,39.652,10,1
23.69603,38.04203,10,2
23.781628,37.859348,11,3
23.746691,38.003349,7,1
22.941,39.37146,8,1
22.941,39.37146,10,0
23.72983,38.00275,8,2
23.50802,37.89904,10,0
23.173943,38.674007,6,2
24.00069,37.990723,10,1
23.777309,38.009266,16,8
23.825109,38.074459,14,2
23.76967,37.855659,11,2
20.476896,38.227932,7,0
23.7213,37.983238,8,2
22.135309,37.402748,6,1
23.862862,37.998226,9,5
22.9568,40.604271,7,2
22.929939,40.640808,6,1
20.847639,39.66724,0,1
23.631012,37.929333,11,2
24.892399,41.129478,4,3
22.949928,40.649181,8,1
22.81382,39.276466,5,2
25.148779,34.964539,0,1
22.957983,40.619473,16,1
23.773104,38.392536,6,3
23.889738,37.79652,10,5
22.052366,38.27066,3,2
23.738485,37.946747,19,0
21.804472,38.314537,7,2
22.93491,40.641689,20,1
22.93491,40.641689,16,1
23.72163,37.993759,8,1
22.93491,40.641689,18,1
23.88847,37.793201,21,2
23.907896,37.751385,30,1
23.213524,38.160709,10,3
23.905235,37.778591,8,4
20.846354,39.649139,10,1
22.96011,40.643661,7,2
23.733837,37.965424,7,1
22.78731,37.944641,3,2
23.695704,37.931046,12,2
22.96002,40.640091,13,1
23.065639,40.312866,16,1
22.148438,38.0462,6,3
23.723726,37.995338,8,1
23.740908,37.920883,10,0
23.743858,37.977551,26,2
23.711779,37.940315,8,1
23.731123,37.929195,9,3
23.761484,37.98521,8,2
21.77165,39.554741,6,1
23.131313,40.480946,7,2
23.798626,37.991329,16,3
23.77636,37.998127,32,3
22.431021,38.907688,3,0
23.7477,37.881359,10,3
22.80744,40.672562,5,0
23.708797,38.05534,8,3
23.778679,37.847252,9,5
23.924162,38.286613,7,2
23.743042,37.978718,24,2
23.750246,37.978161,16,1
23.014093,40.345024,1,2
23.754129,37.854389,30,1
23.75952,37.883087,12,3
23.660362,37.958851,10,1
23.443417,40.075405,26,0
24.015715,35.506279,9,1
23.752802,37.966129,8,2
23.758289,37.957691,6,4
20.85306,39.668491,5,2
23.71892,37.92437,13,1
22.953573,40.620224,10,2
22.90583,40.660011,7,1
23.906349,37.750591,10,3
23.634251,37.93557,10,1
24.736664,37.886719,2,1
20.738291,39.790489,5,1
23.458532,37.508301,11,1
23.302689,38.648518,5,3
23.69034,37.929241,13,2
21.74439,38.266338,9,0
22.97945,37.976879,0,1
22.95237,40.627468,11,2
25.069059,35.252998,5,3
22.97867,37.974991,5,1
23.133739,37.82906,11,4
26.228539,37.636463,5,2
22.750139,38.01099,0,1
23.76004,37.980091,8,3
22.92565,40.71419,6,1
23.853996,37.995838,10,2
22.86289,40.466518,7,3
23.732479,38.010101,7,3
23.53429,37.744461,2,0
20.847731,39.66906,7,2
23.779005,38.062386,8,3
23.731564,38.005043,11,2
23.643379,37.983509,7,2
21.739166,38.24078,10,1
25.87236,40.852444,5,2
23.371286,39.963821,2,3
24.95112,37.775005,12,2
23.758511,37.943699,8,3
23.737261,37.868935,68,3
23.663401,37.977928,6,1
23.776871,37.834202,14,1
21.492559,38.173111,15,1
26.207121,39.232059,6,1
22.112089,38.03149,8,1
23.764194,37.842224,18,2
23.737482,37.9547,15,0
23.81934,38.006741,9,4
26.556808,39.09523,5,1
22.93894,40.63818,13,1
22.439819,38.898239,5,1
23.689863,38.03212,6,3
24.391159,40.934551,11,1
26.554556,39.105827,5,1
23.75812,37.978291,8,3
23.763929,37.85873,20,1
23.815269,38.00526,11,2
23.974068,37.731339,7,4
23.737659,37.873341,16,2
21.78089,39.55402,5,3
21.677521,40.514641,7,1
22.972355,40.611847,12,1
23.737749,37.981888,17,2
23.809927,38.076492,15,1
21.82181,38.388821,6,2
22.765079,40.753151,3,2
23.946163,37.726528,7,2
23.958223,37.695885,1,2
23.783028,37.845318,10,3
23.778049,37.8255,22,3
23.954584,37.824772,6,3
23.95277,37.722355,10,2
23.753115,37.855865,17,3
23.735439,37.949841,6,3
23.76589,37.88636,9,2
22.958191,40.60556,7,0
23.705408,37.953804,7,2
23.767521,37.889629,14,3
23.762363,37.866444,12,2
22.953465,40.629662,6,2
23.767862,37.886395,9,2
22.962646,40.618229,11,2
22.94853,40.638039,12,2
23.83181,38.083611,14,7
23.746529,37.992752,15,3
23.18265,40.928879,4,2
22.949753,40.629799,10,1
21.746189,38.254696,16,1
23.744576,37.979591,24,2
22.957142,39.362164,5,1
23.765598,38.00774,12,2
23.738649,37.985531,10,1
23.79303,38.01413,15,2
23.739321,37.997429,12,0
23.659109,37.952358,6,1
23.687929,37.997398,11,2
23.815598,38.056,13,3
23.759371,38.00938,11,0
23.735275,37.995319,11,3
23.882002,38.094624,10,4
23.469322,40.262939,33,1
23.876869,38.108711,11,1
23.63114,37.954269,12,1
22.958822,40.60413,17,1
23.818981,38.100506,8,3
23.8013,37.819469,27,1
23.811916,38.0849,11,4
23.766068,37.864307,12,2
23.740099,37.980297,13,2
23.777418,38.060757,8,3
25.432835,36.383114,23,1
23.814154,38.005749,9,4
21.744616,38.24139,6,3
24.031212,35.513702,6,3
23.81016,38.083351,10,3
22.917698,40.645752,7,2
23.7719,37.991669,14,1
22.94804,39.362911,11,2
21.734779,38.245152,8,1
22.71777,37.643082,4,3
21.316513,37.655106,1,1
23.729528,37.989693,9,1
22.998129,37.860016,7,2
21.746098,38.235935,10,1
21.746098,38.235935,10,1
21.733351,38.240322,6,2
23.694679,37.925041,10,4
22.932707,40.701881,7,0
23.71096,37.995541,15,1
23.643681,37.935471,8,2
22.953381,40.621891,10,3
23.731558,38.009438,10,1
23.876842,38.06126,7,4
23.73851,37.957619,10,1
23.729303,37.990208,9,1
23.743429,37.976021,10,1
23.66926,37.949772,13,1
22.942068,39.377235,9,2
23.72613,37.993671,9,1
22.896624,40.666805,5,3
23.67272,37.95118,9,0
23.762461,37.88596,15,2
23.77084,38.03854,11,2
23.107138,40.300079,1,1
22.418301,39.63884,10,0
23.77154,38.003365,16,6
22.20603,40.528519,7,2
23.85722,38.065449,7,4
23.752523,38.02729,9,3
21.744932,38.234768,12,1
23.70372,37.95155,7,0
22.990509,40.607277,8,5
23.829901,38.064514,12,2
23.856188,38.11393,7,6
21.620543,37.5928,3,2
22.439232,38.878841,1,1
20.703478,38.996441,6,2
23.75458,37.92057,6,3
23.959221,38.027561,7,4
23.701412,37.951725,13,1
21.780502,38.304539,7,1
23.876724,38.108356,6,4
22.964151,40.601109,7,1
23.742342,37.971199,12,2
22.950935,40.639069,13,1
23.719271,37.965118,15,1
22.132851,38.238319,10,1
22.022999,38.293221,4,2
23.78186,38.065704,11,3
23.733784,38.004108,7,2
22.881882,40.995625,3,3
23.71582,37.909573,11,2
22.41987,39.623539,10,0
23.762398,37.989487,10,1
23.74885,37.879372,12,3
23.512932,37.900257,7,1
23.957153,37.695881,9,3
23.679012,37.944653,4,2
23.73431,37.953381,7,1
20.75263,38.961891,0,1
23.750303,37.974224,11,3
22.433599,37.079208,5,3
22.990051,40.60144,9,3
23.737841,37.87426,16,2
26.571375,39.068638,10,1
23.607019,38.466171,9,1
23.764318,37.88633,12,1
23.770613,38.00465,14,2
23.730143,37.988686,21,1
23.75828,37.895111,11,2
23.807442,38.074726,16,2
23.008392,40.577438,6,4
23.741123,38.001995,9,1
23.741123,38.001995,9,1
23.798895,38.038795,15,2
23.751215,37.867966,17,2
20.859501,39.659351,8,1
23.760969,37.861359,20,1
26.571465,39.068501,4,2
24.011192,37.894928,10,3
23.734009,38.008289,6,0
22.186455,38.189117,6,2
23.766781,37.838169,44,3
23.737875,38.006264,9,2
21.72917,38.24308,6,2
23.766027,37.884315,11,3
23.727507,37.986137,6,3
23.747898,37.969151,20,1
21.731594,38.243801,8,1
23.55608,41.090672,8,1
21.338762,37.663525,12,2
23.911432,37.723957,29,3
23.755371,38.141277,7,2
23.822182,38.069012,14,1
22.946585,40.640224,5,3
