Long,Lat,ROI
22.764902,39.1807175,0
24.8790015,35.3632625,0
22.973421,36.2614155,0
23.60186,38.45768,11.5
23.52662,37.7380235,5.9
22.004257,37.1174315,0
22.541027,40.394279,0
25.518463,40.470026,0
23.871803,39.153004,0
25.144529,36.679089,0
22.025919,38.569317,0
23.775684,37.990555,5.0
21.982208,38.248226,0
23.743014,38.0402355,4.9
22.9534125,40.6479415,4.7
23.8191605,38.0569725,5.0
23.745274,37.970669,3.2
23.760216,38.026749,2.9
23.637493,37.9639145,3.4
23.777399,38.034195,5.3
26.5322555,39.100903,3.0
24.01549,37.994202,9.2
23.834227,38.054169,3.0
21.348771,37.79719,5.3
22.8888435,39.167059,0
23.8020165,38.061674,3.8
25.925859,38.473061,3.5
24.650957,35.225697,15.9
23.88559,38.399872,5.3
23.36215,38.874161,0
23.618775,37.968525,4.2
22.5903875,38.639162,98.9
21.161587,38.867142,0
22.376485,38.525011,12.7
23.784056,38.545395,0
22.9170645,40.721273,3.1
23.702501,37.936161,3.2
20.864459,39.6919935,4.1
21.0397795,39.1469665,0
22.635849,38.077133,0
25.914631,40.889889,0
24.361767,40.9621355,6.0
23.739807,38.110222,2.2
21.375071,40.155735,0
22.833881,37.677162,0
22.437172,37.023869,0
24.8905725,41.1312295,5.9
24.339775,40.93285,9.4
20.80331,39.670563,3.6
25.71286,35.162312,1.6
25.08229,35.335085,5.8
20.48698,39.216095,0
23.334743,41.13916,0
23.922116,40.3267995,15.0
24.616785,35.333065,0
23.912239,40.324097,0
26.442732,41.298241,0
23.376118,38.508583,0
22.556368,39.853716,0
25.2617085,37.1032715,3.2
20.834647,39.5671065,4.0
21.695205,37.053261,7.1
23.373466,41.006283,0
21.3117095,37.831213,7.1
22.3196125,38.101526,0
23.7606975,37.990576,4.5
21.3085165,40.465641,0
22.4177,39.647079,6.6
20.870419,37.75914,1.7
22.924441,40.652338,7.4
23.763347,37.9920575,4.4
22.361776,39.745308,7.4
21.466326,37.728035,8.4
22.333763,38.1411515,0
24.935844,35.063915,10.4
25.750814,36.361797,0
20.650778,37.84716,0
23.6807395,38.000845,7.3
23.845493,38.104061,3.5
23.333794,41.108868,0
22.934179,40.657986,5.1
23.729145,38.038658,3.9
22.9745955,39.3811035,8.6
20.974941,38.9238055,0
23.732357,38.047619,4.5
22.957642,40.605946,3.8
26.369195,36.56403,0
25.34527,35.332981,3.8
23.625259,37.950272,4.7
25.139598,35.335873,4.4
21.130844,37.908848,0
23.1742365,40.7209855,0
25.987455,35.039764,5.1
21.968687,37.014565,6.9
21.704754,38.492622,0
23.756732,37.9618455,4.6
22.9549465,39.36409,7.1
23.098091,39.431526,0
22.955352,40.607964,3.7
26.105316,35.211071,7.1
23.6262135,37.9552575,5.9
25.644315,35.045536,0
20.865326,39.635841,5.6
22.930405,41.262573,0
22.129654,37.025288,2.6
23.931412,37.735271,4.6
22.586215,38.7760355,0
23.816029,38.055035,4.7
21.279894,40.060699,5.9
22.962474,39.3534755,5.0
23.945366,37.735092,3.8
21.932642,37.299526,0
21.2713355,37.907572,0
21.907618,37.484035,0
22.48101,40.273281,0
24.057972,38.616982,0
24.788437,37.865101,4.6
21.967268,37.112484,0
21.547064,37.5968935,0
24.127693,35.516022,10.8
21.642895,38.155025,0
23.039953,39.351624,0
23.718969,35.251999,0
22.7930355,37.6614515,0
23.136254,39.420948,0
21.68462,37.455002,0
25.376553,35.335419,5.7
23.495024,37.7097565,0
23.858462,37.9644795,3.1
21.563515,38.104904,0
23.652569,37.991646,3.9
23.738226,37.954651,4.6
22.5197705,40.3000585,4.5
22.386831,38.116802,4.9
23.213181,38.082218,4.2
23.009331,37.840778,0
22.9376175,40.6551,7.0
22.810606,40.884331,0
24.805246,37.845921,1.3
24.9997295,35.2017615,0
23.818031,38.029337,3.1
26.5501375,39.085535,6.2
22.425629,39.397404,0
26.54928,39.021389,0
23.803585,37.996155,3.7
21.9238175,38.5909405,0
23.730898,37.952724,4.9
22.21553,38.135063,0
22.498627,37.38707,0
22.177498,36.9375855,0
23.709183,35.486393,0
21.850784,37.041775,0
23.865061,38.119991,4.7
23.840609,38.112787,4.3
23.74637,37.891037,2.9
23.777378,38.0258885,3.1
23.0953655,39.3186855,2.4
24.7481095,37.9072345,2.9
20.820293,37.835007,0
23.763235,37.882191,2.9
21.936533,40.695805,0
23.762436,37.9385165,3.7
22.927604,40.673046,4.2
23.766003,37.974922,5.0
23.748293,37.949072,0
23.7670825,37.9659615,4.9
23.729425,37.91658,2.9
25.059181,35.283833,4.6
21.7382125,38.16292,2.7
22.108885,38.878643,0
21.710709,37.311161,0
23.7695245,38.03812,4.9
22.57699,38.086296,6.9
23.536481,41.088991,5.3
24.663988,41.260273,5.6
23.8351055,38.102522,4.8
21.8351645,38.2723845,5.1
23.829009,38.065567,4.3
23.7435305,37.998579,4.8
22.094168,37.901489,0
21.828526,40.226139,5.8
23.646499,37.9863035,5.1
23.0520715,39.326656,3.9
24.519184,41.00164,0
23.704103,38.082195,4.9
23.666231,38.006208,4.6
23.675421,38.010643,5.5
22.140116,38.002243,4.3
22.547867,38.095715,4.3
24.410048,35.277912,0
22.987728,40.6088125,4.2
23.844503,38.062199,3.1
25.392637,37.447376,10.6
24.880011,36.645775,0
22.270809,40.24868,0
24.501881,35.218285,0
23.723331,37.943436,3.4
23.631414,37.9868585,4.1
23.5877,41.207546,0
23.7939035,37.983164,2.7
23.851585,38.041332,3.7
23.7367885,38.0212155,5.0
20.7058455,39.880619,0
23.794943,38.063545,3.3
23.87697,38.055458,1.5
23.711571,37.968201,4.6
23.6799355,38.044922,3.3
22.50714,38.0922185,0
24.320115,41.17304,0
21.772757,38.372044,0
22.952843,40.640583,5.4
22.9498145,40.6661205,3.7
22.554799,38.615507,27.8
24.581066,40.983955,0
23.035929,41.285473,3.0
25.4489505,37.0691815,0
23.777459,38.049017,3.5
20.621468,39.936726,0
23.6629305,37.963194,3.8
22.310141,36.824055,0
24.311895,35.201286,0
25.4298735,37.0417975,0
21.913389,38.232826,0
23.001925,40.464581,4.5
21.934826,40.587528,0
24.927725,37.448593,4.6
22.552668,40.014774,0
21.61412,38.074852,0
23.9768755,38.182331,0
21.75103,38.0569135,0
23.699004,40.654852,3.7
24.04974,37.7231785,0
22.97821,40.61483,3.6
22.466053,37.988529,2.3
24.685856,35.326721,0
24.432533,35.304157,0
22.414459,38.809399,3.3
23.492933,37.979626,0.9
20.9656255,37.7312355,0
23.910358,38.398026,6.1
22.165514,36.998951,0
25.408094,35.059483,0
25.517399,35.003773,0
21.9112255,38.000273,0
20.668641,37.875887,0
22.982199,39.379417,5.6
23.786976,35.491249,3.5
23.8429985,38.042858,2.6
22.163851,38.076077,0
22.212885,40.658512,0
21.980171,38.302731,0
22.4318475,36.98962,0
20.674693,38.4194605,0
23.8595485,38.1280805,6.0
23.447033,40.758492,0
25.258169,35.307739,9.8
22.940935,40.667969,5.0
22.041621,37.111652,0
25.991621,40.8701385,5.8
23.182659,40.475079,0
23.732828,37.937107,2.7
23.507229,40.943897,29.6
21.727137,38.224552,6.9
23.435292,38.494778,0
23.562166,38.477421,4.6
22.478252,38.849468,0
21.873322,38.4981,0
22.94163,40.676798,9.7
21.432525,37.701885,0
22.110011,37.046709,0
22.41741,39.623474,3.7
22.953108,40.7180615,4.7
21.755827,38.261818,6.3
23.68918,38.0231225,5.8
23.875622,38.027195,3.5
20.372329,39.295881,0.0
24.212001,40.94614,0
22.94072,40.63953,5.1
22.065632,37.069473,0
22.622961,38.359539,0
25.077651,37.038395,0
20.227016,39.152824,0
21.762865,38.330162,0
24.88028,34.958752,0
25.9572325,39.2010155,7.3
25.9341395,40.8574635,6.1
20.14155,39.2299785,0
24.90622,37.849386,1.9
25.526907,37.095022,3.4
24.727093,35.146601,0
25.551032,37.1788215,0
24.723907,36.9722865,2.7
20.652706,38.632652,10.9
23.740566,38.05014,6.2
21.246019,40.555977,0
25.299587,35.219761,3.3
21.501963,38.167095,0
21.27009,40.521809,4.3
24.130511,35.4647275,0
22.575468,38.485802,42.5
21.8428335,38.32658,4.0
22.5826725,38.0924075,0
21.413324,38.536659,0
22.301888,40.845539,0
28.073845,36.201202,5.4
20.703897,39.092297,0
24.677574,35.325928,0
23.154716,37.636288,4.2
22.2966155,37.919048,0
22.88163,37.907169,3.2
21.590595,37.675186,13.9
21.654249,37.643116,0
22.747116,37.822582,0
22.905849,37.931877,3.2
25.158476,35.2346,4.4
24.336192,35.3149645,12.9
22.14464,36.967903,3.1
23.188852,40.596657,0
26.172503,40.894539,6.8
22.3838595,36.666405,3.8
21.304314,37.973652,0
22.9496435,40.576799,3.9
22.044245,37.167503,7.2
23.237331,39.229393,0
20.922131,37.764065,8.6
22.473907,36.573631,0
21.742915,40.2626705,4.4
21.86124,38.284546,2.9
23.130944,39.3135395,0
24.1471835,38.308632,0
22.304413,39.825367,0
23.884367,37.9766155,5.9
22.798681,37.614601,2.9
22.728933,37.633408,6.6
26.9517785,36.9598085,0
21.264739,40.4529665,6.2
20.489973,38.173168,3.9
24.096643,35.523705,3.5
24.75823,35.326874,0
23.752386,37.90979,2.8
22.930128,40.995068,0
24.334204,35.2849505,6.0
24.041592,41.120705,0
23.9770745,37.756035,3.9
22.55114,37.621693,0
22.8293265,37.571718,3.3
21.161636,38.867023,0
22.060108,40.97459,0
20.302374,39.364044,0
21.698917,37.49873,0
22.027517,37.129433,0
22.0034255,37.101175,6.8
25.9994965,40.8724975,15.8
21.8634775,37.0720715,0
24.58736,35.364624,0
20.848686,37.7908195,0
22.9555175,37.596609,0
22.811426,37.336464,0
24.126175,41.139992,11.4
25.263401,35.148542,3.5
23.0297385,38.746338,3.9
22.073013,40.601681,0
21.111557,37.847544,0
21.598,38.057819,0
22.126972,37.0485615,3.5
24.1651305,35.454256,0
24.460695,35.30378,5.4
25.185814,37.562302,0
23.623312,40.490078,0
26.116024,35.164642,0
21.835073,40.799633,0
25.1693155,40.9499685,0.5
21.752323,38.242645,5.8
24.108082,35.515743,2.7
22.9697095,36.266085,3.1
21.9770175,38.263258,0
25.678186,41.014912,0
21.9238515,37.1667155,0
20.982973,39.161819,0
24.003962,37.968374,4.6
23.03504,39.326052,29.6
22.230047,37.098904,0
23.231494,39.0081905,0
20.807714,37.762104,0
24.7222645,36.9825495,4.1
21.907213,39.3844965,0
25.456123,34.99416,26.6
24.89385,41.138031,7.4
25.093889,35.045074,0
22.864628,37.538826,2.0
21.957041,36.795849,0
23.7232635,37.931854,3.0
21.747349,38.253853,0
23.807167,37.824228,5.2
25.570221,40.929989,0
23.0756015,37.596138,0
20.699608,37.8956945,0
23.108507,38.311954,0
23.198324,39.002064,0
22.2333915,40.488943,2.3
24.450905,35.191486,0
22.8773625,36.690317,0
24.567766,38.875805,0
23.659397,37.9703905,4.1
23.680424,38.023056,6.1
20.72723,39.821522,0
24.442799,40.946774,0
24.201593,35.439293,2.9
25.2008875,37.001852,2.3
22.989708,38.066441,8.0
22.56065,37.886829,0
20.22332,39.614895,0.0
26.095062,35.013336,0
22.822894,38.783781,2.0
23.5991775,38.053671,0
21.493359,39.212887,0
21.341192,39.630798,0
22.6288625,40.9054375,0
25.976552,35.049734,0
23.713152,40.738251,4.2
