Long,Lat,ROI,n_sale,n_rent,sale_price_per_meter,rent_price_per_meter,geography
22.9496435,40.576799,3.9,156,43,2433,8,Aretsou (Kalamaria)
22.044245,37.167503,0,5,0,1000,0,Arfara (Messinia)
23.237331,39.229393,0,4,0,724,0,Argalasti (Magnesia)
20.922131,37.764065,0,5,0,1666,0,Argasi (Main town area)
22.473907,36.573631,0,1,0,3000,0,Argilia (East Mani)
21.742915,40.2626705,4.4,4,1,541,2,Argilos (Kozani)
21.86124,38.284546,2.9,5,1,1630,4,Argira (Rio)
23.130944,39.3135395,0,4,0,1001,0,Argireika (Milies)
24.1471835,38.308632,0,2,0,319,0,Argiro (Distos)
22.304413,39.825367,0,1,0,776,0,Argiropouli (Tirnavos)
23.884367,37.9766155,7.4,6,1,1625,10,Argithea (Paiania)
22.798681,37.614601,2.9,17,1,1644,4,Argoliko (Midea)
22.728933,37.633408,5.3,95,5,913,4,Argos (Argolis)
26.9517785,36.9598085,0,2,0,2064,0,Argos (Kalimnos)
21.264739,40.4529665,7.1,2,3,676,4,Argos Orestiko (Orestida)
20.489973,38.173168,4.4,59,11,2476,9,Argostoli (Kefalonia)
24.096643,35.523705,1.6,7,2,2242,3,Argoulides (Akrotiri)
24.75823,35.326874,0,2,0,1384,0,Argoulio (Geropotamos)
23.752386,37.90979,2.8,306,73,3877,9,Argyroupoli (Athens - South)
22.930128,40.995068,0,1,0,235,0,Argyroupoli (Kilkis)
24.334204,35.2849505,0,4,0,1194,0,Argyroupoli (Lappa)
24.041592,41.120705,0,3,0,885,0,Argyroupoli (Sitagroi)
23.9770745,37.756035,3.6,16,2,1837,6,Ari (Keratea)
22.55114,37.621693,0,1,0,1034,0,Aria (Lirkeia)
22.8293265,37.571718,1.3,24,2,1829,2,Aria (Nafplio)
21.161636,38.867023,0,1,0,835,0,Ariada (Amfilochia)
22.060108,40.97459,0,5,0,969,0,Aridaia (Pella)
20.302374,39.364044,0,1,0,1157,0,Arillas (Perdika)
21.698917,37.49873,0,3,0,916,0,Arini (Zacharo)
22.027517,37.129433,0,3,0,1118,0,Ariochori (Ario)
22.0034255,37.101175,6.8,2,2,798,5,Aris (Ario)
25.9994965,40.8724975,15.8,4,1,608,8,Aristino (Traianoupoli)
21.8634775,37.0720715,0,2,0,658,0,Aristomenis (Messinia)
24.58736,35.364624,0,13,0,1904,0,Arkadi (Rethymno Prefecture)
20.848686,37.7908195,0,12,0,1708,0,Arkadi (Zante)
22.9555175,37.596609,0,2,0,1342,0,Arkadiko (Asklipieio)
22.811426,37.336464,0,7,0,2148,0,Arkadiko Chorio (North Kinouria)
24.126175,41.139992,11.4,8,3,528,5,Arkadikos (Drama)
25.263401,35.148542,3.5,4,1,1690,5,Arkalochori (Heraklion Prefecture)
23.0297385,38.746338,3.6,12,6,1980,6,Arkitsa (Dafnouses)
22.073013,40.601681,0,5,0,540,0,Arkochori (Naousa)
21.111557,37.847544,0,2,0,1332,0,Arkoudi (Vartholomio)
21.598,38.057819,0,1,0,257,0,Arla (Olenia)
22.126972,37.0485615,3.5,2,1,2041,6,Armenika (Kalamata)
24.1651305,35.454256,0,6,0,4830,0,Armenoi (Chania Prefecture)
24.460695,35.30378,5.4,5,3,1333,6,Armenoi (Rethimno)
25.185814,37.562302,0,11,0,3882,0,Arnados (Tinos)
23.623312,40.490078,0,2,0,357,0,Arnaia (Chalkidiki)
26.116024,35.164642,0,1,0,647,0,Arniko (Siteia)
21.835073,40.799633,0,1,0,468,0,Arnissa (Vegoritida)
25.1693155,40.9499685,0.0,8,5,2265,0,Arogi (Aigeiros)
21.752323,38.242645,5.8,121,55,1250,6,Aroi (Patra)
24.108082,35.515743,2.7,15,5,2203,5,Aroni (Akrotiri)
22.9697095,36.266085,3.1,8,2,2708,7,Aroniadika (Kythira)
21.9770175,38.263258,0,2,0,856,0,Arravonitsa (Erineo)
25.678186,41.014912,0,1,0,617,0,Arsakeio (Sapes)
21.9238515,37.1667155,0,2,0,1930,0,Arsinoi (Ithomi)
20.982973,39.161819,0,1,0,453,0,Arta (Arta Prefecture)
24.003962,37.968374,4.6,160,14,1823,7,Artemida (Loutsa) (Athens - East)
23.03504,39.326052,104.4,2,1,689,60,Artemida (Magnesia)
22.230047,37.098904,0,5,0,766,0,Artemisia (Kalamata)
23.231494,39.0081905,0,16,0,1567,0,Artemisio (Evia)
20.807714,37.762104,0,9,0,1727,0,Artemisio (Zante)
24.7222645,36.9825495,4.6,10,1,2624,10,Artemonas (Sifnos)
21.907213,39.3844965,0,2,0,728,0,Artesiano (Karditsa)
25.456123,34.99416,26.6,1,3,677,15,Arvi (Viannos)
24.89385,41.138031,7.4,9,7,1136,7,Asa (Xanthi)
25.093889,35.045074,0,5,0,1363,0,Asimi (Kofinas)
22.864628,37.538826,2.0,17,1,2962,5,Asini (Argolis)
21.957041,36.795849,0,3,0,1015,0,Asini (Koroni)
23.7232635,37.931854,3.1,62,14,3625,10,Asirmatos (Agios Dimitrios)
21.747349,38.253853,0,1,0,795,0,Asirmatos (Patra)
23.807167,37.824228,4.3,100,5,3931,14,Asirmatos Alianthou (Vari - Varkiza)
25.570221,40.929989,0,1,0,437,0,Askites (Maroneia)
23.0756015,37.596138,0,6,0,1263,0,Asklipieio (Argolis)
20.699608,37.8956945,0,2,0,8900,0,Askos (Elatio)
23.108507,38.311954,0,1,0,483,0,Askri (Thespies)
23.198324,39.002064,0,7,0,1511,0,Asminio (Artemisio)
22.2333915,40.488943,0,2,0,1577,0,Asomata (Veroia)
24.450905,35.191486,0,1,0,2040,0,Asomatos (Foinikas)
22.8773625,36.690317,0,2,0,1004,0,Asopos (Lakonia)
24.567766,38.875805,0,1,0,961,0,Aspous (Skiros)
23.659397,37.9703905,4.9,236,13,2219,9,Aspra Chomata (Nikaia)
23.680424,38.023056,5.7,97,6,1570,8,Aspra Chomata (Peristeri)
20.72723,39.821522,0,4,0,769,0,Aspraggeloi (Kentriko Zagori)
24.442799,40.946774,0,15,0,3027,0,Aspri Ammos (Kavala)
24.201593,35.439293,2.9,3,1,2875,7,Aspro (Vamos)
25.2008875,37.001852,2.3,24,4,5000,10,Aspro Chorio (Paros)
22.989708,38.066441,8.0,3,1,1204,8,Asprokampos (Loutraki-Perachora)
22.56065,37.886829,0,1,0,480,0,Asprokampos (Stimfalia)
20.22332,39.614895,0,1,0,539,0,Asprokklisi (Sagiada)
26.095062,35.013336,0,1,0,1139,0,Asprolithos (Lefki)
22.822894,38.783781,2.2,6,1,3250,6,Asproneri (Agios Konstantinos)
23.5991775,38.053671,0,14,0,952,0,Aspropirgos (Rest of Attica)
21.493359,39.212887,0,1,0,574,0,Aspropotamos (Evrytania)
21.341192,39.630798,0,1,0,666,0,Aspropotamos (Trikala Prefecture)
22.6288625,40.9054375,0,4,0,419,0,Aspros (Polikastro)
25.976552,35.049734,0,2,0,1951,0,Aspros Potamos (Makris Gialos)
23.713152,40.738251,10.1,69,4,1728,15,Asprovalta (Agios Georgios)
22.92248,40.731724,0,25,0,1541,0,Asprovrisi (Oreokastro)
23.029131,40.8198605,0,4,0,669,0,Assiros (Thessaloniki - Rest of Prefecture)
22.824141,37.940094,4.5,25,3,1323,5,Assos (Assos-Lechaio)
22.834996,37.940599,0,32,0,1742,0,Assos-Lechaio (Corinthia)
21.077459,38.535835,0,1,0,1500,0,Astakos (Aetolia & Acarnania)
23.736261,38.041973,5.2,1,1,1380,6,Asteras (Nea Philadelfia)
24.5965575,35.369936,7.8,4,1,3061,20,Asteri (Arkadi)
25.137602,35.011728,0,2,0,882,0,Asterousia (Heraklion Prefecture)
22.5143005,40.272221,3.7,6,2,1300,4,Astika (Katerini)
24.883806,41.1321085,7.0,16,16,1118,7,Astikos Synikismos (Xanthi)
23.76017,37.9241235,4.3,128,30,2773,10,Astinomika (Ilioupoli)
24.949924,35.307522,0,1,0,416,0,Astiraki (Tilisos)
25.218931,35.231144,0,1,0,546,0,Astrakoi (Nikos Kazantzakis)
24.357836,37.613266,0,1,0,2173,0,Astras (Kea)
21.847158,37.897678,0,1,0,500,0,Astras (Lampeia)
23.762396,35.555706,0,1,0,3506,0,Astratigos (Kolimvari)
24.654522,40.589676,0,5,0,1965,0,Astrida (Thasos)
25.234541,35.188557,0,1,0,825,0,Astritsi (Nikos Kazantzakis)
22.724101,37.40332,3.6,26,5,1650,5,Astros (North Kinouria)
26.385485,36.591728,0,5,0,3950,0,Astypalea (Dodecanese)
23.664757,38.001648,4.1,15,2,2065,7,Astythea (Chaidari)
23.025112,40.640888,2.7,93,7,1331,3,Asvestochori (Chortiatis)
21.680883,40.511631,0,1,0,650,0,Asvestopetra (Ptolemaida)
22.995047,38.655716,0,3,0,1087,0,Atalanti (Phthiotis)
27.784837,36.1899105,0,2,0,2319,0,Ataviros (Rhodes)
25.0809945,35.273369,3.2,12,3,2653,7,Athanatoi (Heraclion Cretes)
23.626141,39.169357,0,1,0,1030,0,Atheato (Skopelos)
23.766094,37.984631,4.8,27,17,2727,11,Athens Medical School (Athens - Center)
22.9273255,37.819084,0,10,0,973,0,Athikia (Saronikos)
25.1346885,35.323326,6.2,22,22,1545,8,Atsalenio (Heraclion Cretes)
25.2307625,39.938995,0,2,0,672,0,Atsiki (Limnos - Atsiki)
24.434931,35.352726,5.1,21,7,2336,10,Atsipopoulo (Nikiforos Fokas)
23.737965,38.62038,0,2,0,691,0,Attali (Messapia)
23.703678,38.058907,4.8,25,2,1986,8,Attalos (Kamatero)
23.7252065,37.999262,6.5,286,20,1562,9,Attiki (Athens - Center)
23.754402,38.004723,3.4,39,5,2857,8,Attiko Alsos (Athens - Center)
25.915662,40.932348,15.0,8,1,1038,13,Avantas (Alexandroupoli)
24.755981,35.341148,0,1,0,1884,0,Avdanites (Kouloukonas)
24.748791,35.324528,0,1,0,416,0,Avdellas (Geropotamos)
24.994724,40.945225,0,9,0,2307,0,Avdira (Xanthi Prefecture)
22.43454,39.609333,3.9,5,4,1527,5,Averof (Larisa)
23.1927185,38.949726,0,2,0,1220,0,Avgaria (Istiaia)
25.0298435,35.1908435,4.3,4,1,1693,6,Avgeniki (Tetrachori)
21.6154185,38.087143,0,2,0,1464,0,Avgereika (Olenia)
21.163601,40.239918,0,1,0,317,0,Avgerinos (Tsotili)
22.146482,36.956047,2.7,11,1,2702,6,Avia (Messinia)
22.051338,38.2739065,3.2,32,9,1877,5,Avithos (Egialia)
24.176188,40.877262,0,3,0,714,0,Avli (Pierea)
23.630131,38.365234,0,17,0,1200,0,Avlida (Evia)
23.732703,38.0765855,3.6,22,1,1661,5,Avliza (Acharnes)
24.1207945,38.5052735,0,4,0,1439,0,Avlona (Evia)
21.702976,37.322906,0,11,0,2941,0,Avlona (Messinia)
23.696495,38.255051,0,13,0,1357,0,Avlona (Rest of Attica)
23.695698,38.255215,4.7,3,1,1285,5,Avlona Center (Avlona)
23.6805805,38.3173165,0,2,0,1750,0,Avlona Military Base (Avlona)
24.121872,38.502899,4.4,6,2,955,4,Avlonari (Avlona)
25.875036,40.8605,0,1,0,1826,0,Avra (Alexandroupoli)
25.480679,35.161175,0,1,0,222,0,Avrakontes (Oropedio Lasithiou)
24.713461,41.056526,0,2,0,610,0,Avramilia (Chrisoupoli)
21.939799,37.034725,0,2,0,1048,0,Avramio (Messini)
22.107883,37.046452,0,5,0,1220,0,Avramiou (Kalamata)
22.541165,40.9859275,0,2,0,701,0,Axioupoli (Kilkis Prefecture)
25.589383,37.088516,0,2,0,3661,0,Azalas (Naxos - Drimalia)
23.634413,35.285294,0,1,0,1454,0,Azogires (Pelekanos)
23.801434,38.310009,0,1,0,1506,0,Bafi (Markopoulo Oropou)
22.95936,37.94109,8.5,1,2,916,7,Batharistra (Korinthos)
21.74889,38.21394,6.3,43,74,1526,8,Begoulaki (Patra)
25.14513,35.323387,0,1,0,2846,0,Bentenaki (Heraclion Cretes)
25.13933,35.324097,6.1,6,11,1977,10,Bentevi (Heraclion Cretes)
24.030754,35.510715,3.6,15,5,3320,10,Bolari (Chania)
23.640432,37.982124,0,3,0,1145,0,Cemetery (Nikaia)
23.617886,40.880901,0,3,0,297,0,Center (Achinos)
22.5874025,37.5229265,0,2,0,898,0,Center (Achladokampos)
23.431686,37.746628,3.8,43,13,2226,7,Center (Aegina)
23.1819,39.2838075,3.6,10,1,1003,3,Center (Afetes)
23.657204,37.989201,7.4,37,9,1298,8,Center (Agia Varvara)
22.762302,39.71439,8.4,1,1,573,4,Center (Agia)
23.722905,38.028534,4.6,102,20,1712,7,Center (Agioi Anargiroi)
23.141941,37.928594,4.7,87,15,1801,7,Center (Agioi Theodoroi)
22.7278045,40.713911,8.6,4,1,842,6,Center (Agios Athanasios)
23.734849,37.9431595,3.4,130,12,3205,9,Center (Agios Dimitrios)
23.671561,37.9597965,5.0,68,8,1815,8,Center (Agios Ioannis Rentis)
22.8571875,38.758322,6.0,32,12,1200,6,Center (Agios Konstantinos)
25.7138405,35.193016,4.5,16,6,2012,8,Center (Agios Nikolaos)
23.864339,38.14118,6.2,210,34,1750,9,Center (Agios Stefanos)
23.347836,37.710449,0,3,0,1800,0,Center (Agkistri)
23.442314,41.374424,0,1,0,600,0,Center (Agkistro)
23.013094,39.340298,6.0,63,19,1411,7,Center (Agria)
21.4115755,38.6241455,8.0,56,66,901,6,Center (Agrinio)
23.047842,38.878517,0,5,0,722,0,Center (Aidipsos)
22.356358,38.14867,20.0,21,7,1622,27,Center (Aigeira)
25.285463,41.087116,0,3,0,1470,0,Center (Aigeiros)
22.543774,40.49778,3.9,3,1,619,2,Center (Aiginio)
22.082541,38.250099,6.0,269,46,1000,5,Center (Aigio)
23.221836,38.45705,0,1,0,1506,0,Center (Akraifnia)
22.317995,38.155338,11.2,37,4,1285,12,Center (Akrata)
22.426424,37.752289,3.0,1,1,10000,25,Center (Alea)
22.441893,40.625809,6.6,13,6,814,5,Center (Alexandreia)
25.874134,40.845989,5.1,253,154,1893,8,Center (Alexandroupoli)
23.101585,38.372265,4.3,1,1,1666,6,Center (Aliartos)
21.865114,37.539337,0,1,0,1250,0,Center (Alifeira)
23.7209395,37.909494,3.1,288,70,5656,15,Center (Alimos)
23.957949,41.069271,0,1,0,762,0,Center (Alistrati)
22.761164,39.180832,8.3,31,5,727,5,Center (Almiros)
21.34781,37.796501,6.9,16,19,1046,6,Center (Amaliada)
23.885103,38.3925135,5.0,16,15,1429,6,Center (Amarinthos)
22.590767,38.640102,3.5,5,1,1710,5,Center (Amfikleia)
21.1639365,38.8641965,5.5,4,11,880,4,Center (Amfilochia)
23.84409,40.825317,0,1,0,1250,0,Center (Amfipoli)
22.37952,38.52664,6.2,6,26,869,5,Center (Amfissa)
22.355385,39.741428,0,5,0,433,0,Center (Ampelonas)
20.864931,39.636772,5.4,50,80,1788,8,Center (Anatoli)
21.27079,37.9067595,4.3,2,14,1658,6,Center (Andravida)
21.9526095,37.110748,0,2,0,1390,0,Center (Androusa)
23.703096,38.081905,0,27,0,1437,0,Center (Ano Liosia)
24.8804775,35.2906075,0,2,0,1113,0,Center (Anogeia)
23.860527,38.131796,4.7,80,11,2027,8,Center (Anoixi)
22.62903,38.376938,0,5,0,870,0,Center (Antikira)
21.764353,38.329426,0,1,0,1176,0,Center (Antirrio)
22.582857,38.481411,42.3,99,128,2368,84,Center (Arachova)
21.620428,37.646248,24.0,1,1,500,10,Center (Archaia Olimpia)
23.589708,40.743469,0,1,0,693,0,Center (Arethousa)
22.0454955,37.157652,0,2,0,1788,0,Center (Arfara)
23.219052,39.225437,5.5,12,1,1085,5,Center (Argalasti)
22.7287655,37.6347885,6.4,150,10,934,5,Center (Argos)
23.751808,37.908768,2.8,287,91,3902,9,Center (Argyroupoli)
22.0619135,40.9746895,6.2,4,1,969,5,Center (Aridaia)
25.262846,35.148991,20.5,5,3,585,10,Center (Arkalochori)
24.1599575,35.4290905,5.3,4,6,1026,5,Center (Armenoi)
23.5952275,40.486832,6.4,10,2,846,5,Center (Arnaia)
20.98609,39.159508,7.7,23,12,935,6,Center (Arta)
24.005486,37.981213,4.9,75,25,1950,8,Center (Artemida (Loutsa))
23.227779,39.009083,4.0,1,1,1207,4,Center (Artemisio)
22.8641585,37.5439205,6.5,44,3,2207,12,Center (Asini)
23.588582,38.06373,8.0,14,2,1200,8,Center (Aspropirgos)
23.0292475,40.820736,5.7,10,1,838,4,Center (Assiros)
22.836585,37.9475395,12.3,8,1,1366,14,Center (Assos-Lechaio)
21.0825245,38.5361345,2.5,2,2,2179,5,Center (Astakos)
25.204105,34.996925,0,1,0,250,0,Center (Asterousia)
22.9989925,38.652866,11.3,4,16,424,4,Center (Atalanti)
23.724684,37.955685,4.4,453,56,2708,10,Center (Athens - Center)
24.953461,40.981472,0,1,0,393,0,Center (Avdira)
22.143688,36.965729,4.2,3,2,1700,6,Center (Avia)
22.540148,40.984367,5.8,9,3,622,3,Center (Axioupoli)
22.844158,38.493862,0,1,0,138,0,Center (Chaironeia)
23.80546,38.022371,3.5,202,54,3604,11,Center (Chalandri)
22.738343,40.628176,0,4,0,733,0,Center (Chalastra)
23.5963,38.463718,6.5,59,28,1666,9,Center (Chalkida)
22.5982875,40.732525,4.3,10,1,1120,4,Center (Chalkidona)
24.0232135,35.51198,4.1,102,33,2666,9,Center (Chania)
25.371063,35.307293,5.2,21,5,2311,10,Center (Chersonisos)
23.1004505,40.6102045,5.4,132,18,1118,5,Center (Chortiatis)
24.705126,40.9835915,5.4,54,6,1005,5,Center (Chrisoupoli)
22.735231,38.514984,0,7,0,1133,0,Center (Davleia)
22.492575,38.479652,14.3,8,2,1550,19,Center (Delfoi)
22.531535,38.41539,8.1,6,2,889,6,Center (Desfina)
21.8085,39.9252665,8.5,2,1,423,3,Center (Deskati)
22.199934,38.192192,4.4,108,5,1357,5,Center (Diakopto)
26.496094,41.349415,7.6,29,39,629,4,Center (Didimoticho)
22.0396145,37.5946655,5.5,2,1,1300,6,Center (Dimitsana)
22.4838965,40.170725,0,2,0,1112,0,Center (Dion)
23.881142,38.104286,4.3,208,63,1946,7,Center (Dionisos)
24.155605,38.348972,0,1,0,466,0,Center (Distos)
22.300831,39.128563,0,5,0,357,0,Center (Domokos)
21.8560635,37.287664,8.0,2,1,603,4,Center (Dorio)
24.230749,41.092655,5.5,7,1,650,3,Center (Doxato)
24.14723,41.150867,7.1,85,53,847,5,Center (Drama)
22.845673,40.687363,3.8,1,1,1562,5,Center (Echedoros)
22.04702,40.800272,4.7,42,24,1017,4,Center (Edessa)
22.950714,40.685486,4.6,91,13,1562,6,Center (Efkarpia)
22.068897,38.267696,0.7,1,1,3602,2,Center (Egialia)
22.19043,39.894726,4.5,5,7,807,3,Center (Elassona)
22.764301,38.627281,5.2,1,3,925,4,Center (Elateia)
23.540434,38.046669,6.1,25,3,1175,6,Center (Elefsina)
22.893326,40.669516,5.1,102,8,1299,6,Center (Eleftherio-Kordelio)
24.2534145,40.9156205,6.1,34,7,788,4,Center (Eleftheroupoli)
24.255682,40.8462145,4.3,20,3,1407,5,Center (Eleitheres)
23.711586,41.083752,7.9,3,1,611,4,Center (Emmanouil Pappas)
22.9281365,40.4271885,6.2,222,8,1250,7,Center (Epanomi)
25.237989,35.257301,2.2,7,1,1617,3,Center (Episkopi)
23.7949335,38.395351,4.5,80,22,1600,6,Center (Eretria)
23.246604,37.3860855,2.8,50,4,2537,6,Center (Ermioni)
22.910496,40.669338,4.5,189,21,1873,7,Center (Evosmos)
22.394184,38.071964,0,7,0,1114,0,Center (Evrostini)
22.130016,40.973915,0,1,0,518,0,Center (Exaplatanos)
22.174915,37.287525,0,1,0,700,0,Center (Falaisia)
21.715913,38.0909215,0,6,0,1617,0,Center (Fares)
22.38833,39.296101,0.0,7,1,793,0,Center (Farsala)
22.324965,37.951218,0,1,0,769,0,Center (Feneos)
26.172309,40.894241,8.0,40,15,449,3,Center (Feres)
23.667143,38.10355,0,13,0,1875,0,Center (Fili)
20.308443,39.600132,3.1,1,1,777,2,Center (Filiates)
21.585569,37.157383,0.0,5,1,602,0,Center (Filiatra)
20.88147,39.204624,8.4,3,1,857,6,Center (Filippiada)
24.336422,41.024757,0,5,0,583,0,Center (Filippoi)
22.16464,39.456604,0,1,0,954,0,Center (Fillo)
21.411434,40.781216,8.6,19,32,700,5,Center (Florina)
24.144165,35.379183,6.1,2,1,1584,8,Center (Fre)
22.383507,38.378002,6.3,27,4,2201,12,Center (Galaxidi)
22.8793935,40.8586995,0,6,0,777,0,Center (Gallikos)
21.638367,37.065109,6.0,7,7,1204,6,Center (Gargalianoi)
21.24873,37.8511255,8.3,2,3,723,5,Center (Gastouni)
25.075903,35.325359,4.1,3,6,1908,7,Center (Gazi)
24.2596285,35.360903,0,2,0,2630,0,Center (Georgioupoli)
23.857718,38.014004,3.3,167,17,2873,8,Center (Gerakas)
22.414134,40.793699,5.2,54,9,931,4,Center (Giannitsa)
22.3930465,39.666508,4.2,4,5,1435,5,Center (Giannouli)
22.567689,36.746441,4.4,4,6,1496,6,Center (Githeio)
22.452246,40.94585,3.3,5,2,736,2,Center (Goumenissa)
25.312832,35.312168,2.5,10,2,2367,5,Center (Gouves)
21.426008,40.0830725,4.5,6,28,1324,5,Center (Grevena)
25.132126,35.338139,6.2,125,172,2142,11,Center (Heraclion Cretes)
23.4658805,37.347601,1.2,34,1,5084,5,Center (Hydra)
25.185181,41.1279505,0,4,0,798,0,Center (Iasmos)
25.740674,35.011894,6.3,18,11,1715,9,Center (Ierapetra)
20.265533,39.506149,6.5,13,9,1477,8,Center (Igoumenitsa)
23.69913,38.0342905,3.6,66,6,2000,6,Center (Ilion)
23.641117,38.308064,0,1,0,681,0,Center (Inofita)
20.8505735,39.6652165,5.2,274,917,1835,8,Center (Ioannina)
22.241365,38.871624,91.1,1,1,158,12,Center (Ipati)
23.76902,38.047028,3.2,73,7,3000,8,Center (Iraklio)
23.151327,38.95414,5.8,13,7,1033,5,Center (Istiaia)
22.430519,38.430294,6.8,5,5,1052,6,Center (Itea)
23.760973,37.968132,5.9,31,4,2631,13,Center (Kaisariani)
22.951717,40.5835075,3.0,380,85,3157,8,Center (Kalamaria)
22.113312,37.0392705,5.2,86,47,1845,8,Center (Kalamata)
21.625907,39.705242,9.4,6,1,1018,8,Center (Kalampaka)
24.1868,41.053143,4.4,3,1,815,3,Center (Kalampaki)
22.11409,38.031914,6.1,12,4,1381,7,Center (Kalavrita)
23.928404,37.837961,4.7,188,19,1791,7,Center (Kalivia Thorikou)
22.781361,38.778835,3.9,39,16,1847,6,Center (Kamena Vourla)
23.750263,35.3297555,0,2,0,704,0,Center (Kandanos)
21.9201415,39.364233,8.4,46,144,857,6,Center (Karditsa)
22.5000175,37.2921865,0,2,0,1039,0,Center (Karies)
24.420197,38.014496,6.1,13,33,1382,7,Center (Karistos)
21.793291,38.914597,4.7,11,21,1266,5,Center (Karpenisi)
21.380211,39.71019,0,1,0,722,0,Center (Kastania)
25.3411205,35.2069495,5.5,8,4,1307,6,Center (Kastelli)
21.267492,40.519234,7.6,9,22,792,5,Center (Kastoria)
21.1345255,37.893921,0,8,0,2371,0,Center (Kastro Killinis)
22.508448,40.27124,5.8,137,28,1032,5,Center (Katerini)
23.455832,41.068821,0,1,0,964,0,Center (Kato Mitrousi)
23.8680355,41.3414535,0,2,0,607,0,Center (Kato Nevrokopi)
24.408459,40.938,5.3,121,152,1583,7,Center (Kavala)
22.9119885,39.5731845,0,4,0,522,0,Center (Keramidi)
24.705763,40.857075,3.0,29,3,2000,5,Center (Keramoti)
23.976298,37.807178,4.2,144,12,1712,6,Center (Keratea)
23.086994,41.216923,0,1,0,1230,0,Center (Kerkini)
23.816748,38.076561,3.4,198,63,4635,13,Center (Kifissia)
22.873825,40.9922695,5.1,22,17,945,4,Center (Kilkis)
24.104465,38.634861,4.2,5,7,850,3,Center (Kimi)
21.667332,37.249687,3.6,17,7,2000,6,Center (Kiparissia)
23.654337,35.494446,5.3,9,18,2168,10,Center (Kissamos)
21.469219,40.535679,0,1,0,416,0,Center (Kleisoura)
22.302107,39.573683,0,2,0,724,0,Center (Koilada)
23.783388,35.538094,2.9,7,3,2458,6,Center (Kolimvari)
22.485878,40.480352,0,4,0,758,0,Center (Kolindros)
25.404526,41.118431,7.2,133,211,1167,7,Center (Komotini)
24.06085,38.573853,3.2,5,1,742,2,Center (Konistres)
20.751078,40.047981,3.6,5,1,996,3,Center (Konitsa)
21.901218,37.796825,0,1,0,383,0,Center (Kontovazaina)
22.586271,40.314861,9.3,11,1,900,7,Center (Korinos)
22.932034,37.938309,5.7,81,48,1472,7,Center (Korinthos)
24.056007,40.980549,0,3,0,400,0,Center (Kormista)
21.958376,36.796005,5.6,11,5,1925,9,Center (Koroni)
23.872898,37.900578,3.3,135,9,2200,6,Center (Koropi)
22.57811,40.778885,0,5,0,687,0,Center (Koufalia)
22.71203,37.688362,5.7,8,1,840,4,Center (Koutsopodi)
21.790507,40.301878,8.2,44,189,882,6,Center (Kozani)
23.1592685,37.380428,4.4,36,3,1371,5,Center (Kranidi)
22.305243,40.688671,0,1,0,343,0,Center (Kria Vrisi)
23.830614,38.1385975,5.1,70,8,1878,8,Center (Krioneri)
22.548279,36.884846,0,1,0,458,0,Center (Krokees)
24.983061,35.230827,9.3,5,2,709,6,Center (Krousonas)
23.208784,40.962551,0,1,0,941,0,Center (Lachanas)
23.068027,40.750816,5.2,33,9,928,4,Center (Lagkadas)
22.433739,38.899651,7.4,191,235,815,5,Center (Lamia)
21.807965,37.8573915,0,2,0,652,0,Center (Lampeia)
22.419962,39.635681,6.2,35,94,1538,8,Center (Larisa)
24.051483,37.712276,4.9,95,13,1950,8,Center (Lavrio)
21.262285,37.934368,5.4,4,1,1121,5,Center (Lechaina)
22.115692,37.86459,0,1,0,7870,0,Center (Lefkasio)
23.4970605,41.099674,6.3,14,3,758,4,Center (Lefkonas)
22.269858,36.848894,9.5,8,1,2151,17,Center (Lefktros)
22.29277,38.916485,0,3,0,739,0,Center (Leianokladi)
22.85627,37.166714,3.5,5,2,1889,6,Center (Leonidio)
21.934971,38.118793,0,3,0,665,0,Center (Leontio)
26.554822,39.107012,7.5,14,38,1126,7,Center (Lesvos - Mitilini)
22.295494,37.678741,0,1,0,1500,0,Center (Levidi)
22.86511,38.851267,0,2,0,1649,0,Center (Lichada)
23.663483,38.427876,0,1,0,1111,0,Center (Lilantio)
23.318781,38.7646465,0,6,0,2932,0,Center (Limni)
22.550747,37.704636,0,3,0,473,0,Center (Lirkeia)
22.504841,40.101761,5.5,41,35,1299,6,Center (Litochoro)
22.877574,38.4384975,5.8,38,24,1027,5,Center (Livadeia)
23.564407,40.62516,0,3,0,525,0,Center (Maditos)
22.117432,38.942963,0,1,0,206,0,Center (Makrakomi)
22.987772,39.401737,2.5,39,5,1419,3,Center (Makrinitsa)
25.46307,35.288506,7.1,5,2,1602,10,Center (Mallia)
23.4928,38.07439,3.5,3,2,1891,6,Center (Mandra)
23.96199,38.1564065,8.5,60,5,1417,10,Center (Marathonas)
20.436949,39.3591195,2.7,2,1,1762,4,Center (Margariti)
23.93462,37.884785,4.8,210,16,2000,8,Center (Markopoulo)
24.322294,38.048185,3.0,8,7,2000,5,Center (Marmari)
25.519169,40.905727,0,9,0,1244,0,Center (Maroneia)
23.806742,38.05937,4.9,68,32,3166,13,Center (Marousi)
21.7895225,39.501587,1.9,6,1,1276,2,Center (Megala Kalivia)
22.1355,37.399246,4.5,4,6,942,4,Center (Megalopoli)
23.342473,37.996382,8.8,38,6,888,7,Center (Megara)
29.59063,36.148727,0,7,0,2727,0,Center (Megisti)
21.969158,37.224747,0,17,0,700,0,Center (Meligala)
22.797049,39.75251,0,1,0,1125,0,Center (Melivoia)
22.91173,40.6568585,6.6,126,19,1269,7,Center (Menemeni)
