Long,Lat,ROI,n_sale,n_rent,sale_price_per_meter,rent_price_per_meter,geography
22.342948,37.6140075,0,2,0,524,0,Kapsas (Mantineia)
22.433836,40.621212,0,2,0,750,0,Kapsochori (Alexandreia)
24.240908,35.2016565,0,2,0,667,0,Kapsodasos (Sfakia)
23.199518,37.300476,0,1,0,2537,0,Karafoteika (Kranidi)
22.9616175,39.3678895,5.8,38,14,1240,6,Karagats (Volos)
23.752188,38.009638,4.4,38,18,2200,8,Karagianneika (Galatsi)
23.6608985,37.9477385,6.0,14,3,2204,11,Karaiskaki (Neo Faliro)
21.50926,38.101662,0,1,0,1710,0,Karamesineika (Movri)
22.948551,40.589272,3.7,183,74,2950,9,Karampournaki (Kalamaria)
21.7705575,38.33729,0,2,0,925,0,Karaoulia (Antirrio)
22.9498595,40.6670895,0,4,0,1413,0,Karatassou (Polichni)
22.8157435,37.5600315,0,8,0,2690,0,Karathona (Nafplio)
21.535863,37.7365625,0,2,0,690,0,Karatoulas (Oleni)
23.20752,37.539417,0,1,0,833,0,Karatzas (Trizina)
23.63912,37.987572,3.9,47,3,1866,6,Karava (Koridallos)
22.952156,36.344845,0,3,0,6666,0,Karavas (Kythira)
22.704828,38.889385,0,5,0,1515,0,Karavomilos (Echineon)
22.833157,36.689014,0,1,0,1875,0,Karavostasi (Asopos)
22.38381,36.698181,0,5,0,2286,0,Karavostasi (Oitilos)
24.950237,36.615875,0,2,0,3663,0,Karavostasis (Folegandros)
21.338539,37.7677495,5.1,4,2,1188,5,Kardamas (Amaliada)
26.094278,38.539371,4.1,19,2,1326,5,Kardamila (Chios)
22.2329175,36.887241,3.1,8,4,3131,8,Kardamili (Lefktros)
20.820406,39.678616,5.3,17,9,1351,6,Kardamitsia (Ioannina)
22.294006,37.627354,0,3,0,1500,0,Kardaras (Levidi)
22.993935,40.468109,4.7,191,16,1283,5,Kardia (Mikra)
25.084415,37.595612,0.0,9,1,3304,0,Kardiani (Tinos)
21.919218,39.366993,9.6,3,2,1000,8,Karditsa (Karditsa Prefecture)
23.7702795,37.946457,4.1,64,4,2770,10,Kareas (Vironas)
21.503269,38.107277,0,1,0,1181,0,Kareika (Movri)
23.862017,37.931595,3.0,21,2,2200,6,Karelas (Koropi)
24.098532,35.389717,0,3,0,3473,0,Kares (Armenoi)
22.7923955,38.7655105,4.6,2,1,1554,6,Karia (Kamena Vourla)
22.546087,37.6392995,0,6,0,889,0,Karia (Lirkeia)
21.791752,38.209892,2.4,9,1,1492,3,Karia (Patra)
22.414813,38.0171205,0,2,0,1763,0,Karia (Xilokastro)
23.976408,40.74424,5.3,49,1,2717,12,Kariani (Orfano)
20.6660865,38.757978,2.5,16,5,2391,5,Karias (Lefkada)
23.804871,40.186317,0,5,0,3553,0,Karidi (Sithonia)
20.740326,39.789089,10.8,1,1,555,5,Karies (Ekali)
22.501249,37.28989,0,1,0,1125,0,Karies (Lakonia)
21.778226,39.534645,9.3,2,2,1290,10,Karies (Trikala)
24.5250035,35.2454375,0,2,0,578,0,Karines (Lampi)
22.405178,36.578514,0,3,0,1005,0,Karinia (Oitilos)
23.564907,37.969036,0,7,0,1575,0,Kariotika (Perama)
22.6421605,38.065847,3.9,26,3,1549,5,Kariotika (Xilokastro)
22.314676,40.769512,0,1,0,339,0,Kariotissa (Megas Alexandros)
22.342329,36.855865,0,3,0,1000,0,Kariovouni (Lefktros)
24.42694,38.016844,0,14,0,1771,0,Karistos (Evia)
22.0428225,37.4848115,0,4,0,1166,0,Karitaina (Gortinia)
22.7621,39.852139,4.1,3,1,1175,4,Karitsa (Evrimeno)
22.76151,39.4513685,0,2,0,871,0,Karla (Magnesia)
26.7058695,37.793034,6.8,56,34,1058,6,Karlovasi (Samos)
23.077731,37.5094265,0,2,0,921,0,Karnezeika (Asini)
24.349997,35.328606,7.4,7,1,2272,14,Karoti (Lappa)
23.318928,38.215179,0,1,0,1000,0,Karoubalo (Erithres)
21.539211,37.690113,3.8,2,1,1256,4,Karoutes (Archaia Olimpia)
27.159815,35.48596,0,4,0,1221,0,Karpathos (Dodecanese)
21.793539,38.91502,0,12,0,896,0,Karpenisi (Evrytania)
23.3065355,41.1326025,0,2,0,230,0,Karperi (Irakleia)
21.911142,36.998081,0,3,0,1430,0,Karpofora (Petalidi)
22.408876,37.845028,0,1,0,1041,0,Karteri (Stimfalia)
25.210562,35.3261815,3.7,10,11,2605,8,Karteros (Gouves)
25.194118,35.322548,7.8,3,2,2458,16,Karteros (Nea Alikarnassos)
22.4778,36.731781,0,5,0,1601,0,Karvelas (Githeio)
22.211479,37.07415,0,1,0,444,0,Karveli (Kalamata)
20.484863,39.391506,0,1,0,1320,0,Karvounari (Paramithia)
22.955069,36.190968,0,1,0,3714,0,Kasimatianika (Kythira)
23.415134,40.048882,20.3,31,4,2566,44,Kassandra (Chalkidiki)
23.412041,40.0479505,6.0,44,2,1300,7,Kassandreia (Kassandra)
23.4465035,40.0124285,0,14,0,1100,0,Kassandrino (Kassandra)
19.9209155,39.7515945,2.9,56,2,4373,11,Kassiopi (Corfu)
22.6596575,40.8201715,0,2,0,1000,0,Kastanas (Koufalia)
22.451464,40.458248,0,1,0,294,0,Kastania (Kolindros)
22.309574,36.860844,0,1,0,609,0,Kastania (Lefktros)
21.900143,36.965412,0,1,0,1777,0,Kastania (Petalidi)
22.3817195,37.8667945,0,2,0,1934,0,Kastania (Stimfalia)
22.1572485,40.465355,6.7,2,1,713,4,Kastania (Veroia)
26.484972,41.62746,0,1,0,756,0,Kastanies (Vissa)
22.893826,41.277561,0,1,0,666,0,Kastanoussa (Kerkini)
20.803352,37.841812,0,1,0,2767,0,Kastelia (Alikes)
23.6572285,37.94227,3.8,340,89,3125,10,Kastella (Kastella - Passalimani)
23.616349,38.57242,0,6,0,840,0,Kastella (Messapia)
23.0440175,36.6089935,0,2,0,1888,0,Kastella (Monemvasia)
23.6559965,37.942072,4.0,60,9,2994,10,Kastella - Passalimani (Piraeus)
24.921608,35.0546,0,3,0,1344,0,Kastelli (Moires)
22.417154,38.696396,0,4,0,1463,0,Kastellia (Gravia)
21.77014,38.29092,6.5,89,33,1666,9,Kastellokabos (Patra)
24.3096135,35.317276,0,4,0,2078,0,Kastellos (Georgioupoli)
24.4451875,35.3088245,0,4,0,1683,0,Kastellos (Rethimno)
21.268917,40.517742,0,3,0,985,0,Kastoria (Kastoria Prefecture)
20.910656,38.570732,0,2,0,2000,0,Kastos (Lefkada Prefecture)
22.954699,40.639877,5.5,91,77,1980,9,Kastra (Ano Poli)
21.886812,38.415501,0,3,0,1142,0,Kastraki (Efpalio)
25.390566,37.0062405,0,42,0,4016,0,Kastraki (Naxos)
20.274019,39.553009,0,3,0,570,0,Kastri (Igoumenitsa)
23.826139,38.090588,3.6,347,86,3368,10,Kastri (Nea Erithraia)
22.538929,37.359852,0,1,0,692,0,Kastri (North Kinouria)
25.3539505,35.00045,0,2,0,1434,0,Kastri (Viannos)
24.3841015,37.6704465,7.6,6,1,3936,25,Kastriani (Kea)
22.983557,36.267311,0,1,0,833,0,Kastrisianika (Kythira)
23.823725,38.102863,6.4,53,4,2707,15,Kastritsa (Nea Erithraia)
20.922857,39.630276,2.4,1,2,1500,3,Kastritsa (Pamvotida)
20.932215,38.626629,0,1,0,634,0,Kastro (Kalamos)
21.922531,36.956375,7.2,1,2,1407,9,Kastro (Petalidi)
21.161177,37.901972,0,4,0,1326,0,Kastro Killinis (Ilia)
20.642567,39.102695,3.8,5,1,1587,5,Kastrosikia (Zaloggo)
22.54652,40.466572,6.1,1,1,785,4,Katachas (Aiginio)
21.846161,39.238731,0,1,0,305,0,Katafigi (Itamos)
22.491032,40.272617,6.2,3,6,1250,7,Katafigiotika (Katerini)
23.057985,37.837872,0.0,7,1,1760,0,Katakali (Saronikos)
21.317669,37.655529,3.6,23,18,1333,4,Katakolo (Pirgos)
25.176517,35.223881,0,1,0,3125,0,Katalagari (Nikos Kazantzakis)
25.153542,39.965225,0,1,0,507,0,Katalakko (Limnos - Atsiki)
21.835211,38.098602,0,3,0,305,0,Katarraktis (Fares)
23.997059,37.980537,6.2,7,4,1452,8,Kataskinosis (Artemida (Loutsa))
20.7668745,37.83918,15.4,4,1,1093,14,Katastari (Alikes)
22.507753,40.270885,5.4,23,2,1000,5,Katerini (Pieria Prefecture)
23.7687815,38.571127,0,4,0,1193,0,Kathenoi (Dirfis)
24.116192,35.535877,0,8,0,1881,0,Kathiana (Akrotiri)
23.7369585,38.308437,0,2,0,4019,0,Katifori (Sikamino)
21.554098,38.143032,7.6,29,1,944,6,Kato Achaia (Dytikis Achaias)
24.449129,38.010098,13.9,1,3,1125,13,Kato Aetos (Karistos)
22.538458,40.3118745,3.3,10,1,728,2,Kato Agios Ioannis (Korinos)
23.681009,37.990208,6.7,71,16,2058,12,Kato Aigaleo - Estavromenou (Aigaleo)
23.193953,38.087772,3.9,19,5,1538,5,Kato Alepochori (Vilia)
21.5786685,38.141354,0,6,0,1575,0,Kato Alissos (Dytikis Achaias)
23.004987,37.8460135,3.3,30,8,2017,6,Kato Almiri (Saronikos)
23.624731,37.97065,4.2,55,2,2000,7,Kato Amfiali (Keratsini)
23.397757,41.21188,0,3,0,663,0,Kato Ampelia (Sidirokastro)
22.937585,40.6533565,7.3,12,15,1151,7,Kato Anagennisi (Neapoli)
21.842487,38.328987,3.9,3,1,1222,4,Kato Arachovitika (Rio)
25.170376,35.24983,0,12,0,1063,0,Kato Archanes (Archanes)
24.996854,35.199112,0,4,0,423,0,Kato Asites (Gorgolaini)
22.82905,37.950958,4.5,43,2,2000,8,Kato Assos (Assos-Lechaio)
22.3498185,36.837696,0,2,0,2877,0,Kato Chora (Lefktros)
25.787003,35.047718,8.1,3,2,1037,7,Kato Chorio (Ierapetra)
23.741783,37.945019,4.7,31,16,2307,9,Kato Dafni (Dafni)
21.873171,38.413546,0,2,0,1109,0,Kato Dafni (Navpaktos)
22.279636,37.545456,0,1,0,707,0,Kato Davia (Falanthos)
22.729422,38.026966,4.5,25,14,1606,6,Kato Diminio (Sikiona)
22.6787145,37.431734,0,2,0,460,0,Kato Doliana (North Kinouria)
22.173479,36.935795,0,3,0,3940,0,Kato Doloi (Avia)
23.847134,38.11335,3.9,75,28,2954,10,Kato Ekali (Ekali)
23.7304585,37.882576,3.3,58,22,7658,21,Kato Elliniko (Elliniko)
25.7225865,35.26379,1.2,16,1,5835,6,Kato Elounta (Agios Nikolaos)
26.104244,35.176758,0,1,0,2113,0,Kato Episkopi (Siteia)
24.718294,37.904881,4.9,11,1,1942,8,Kato Fellos (Andros)
22.132215,38.174709,2.2,1,1,1666,3,Kato Fteri (Aigio)
23.958345,35.511024,6.5,7,5,1844,10,Kato Galatas (Nea Kidonia)
23.100129,39.310829,2.6,8,2,2964,7,Kato Gatzea (Milies)
22.68647,40.71804,0,1,0,209,0,Kato Gefira (Agios Athanasios)
20.807667,37.812294,2.5,3,1,2429,5,Kato Gerakari (Alikes)
22.776083,36.827724,0,4,0,590,0,Kato Glikovrisi (Elos)
25.3120395,35.333246,4.1,16,25,2615,9,Kato Gouves (Gouves)
23.794415,38.012133,4.9,328,73,2913,12,Kato Halandri (Chalandri)
22.9216005,40.6675875,6.5,36,7,1467,8,Kato Ilioupoli (Evosmos)
23.749837,37.933708,3.6,348,68,3307,10,Kato Ilioupoli (Ilioupoli)
22.927736,40.668987,6.1,63,3,1181,6,Kato Ilioupoli (Stavroupoli)
23.759548,37.978474,4.5,95,29,2689,10,Kato Ilisia (Athens - Center)
23.754349,37.973263,5.1,37,22,2941,13,Kato Ilisia (Kaisarianis) (Kaisariani)
23.7519205,37.971565,3.7,46,33,3230,10,Kato Kaisariani (Kaisariani)
25.058834,35.2883095,0,8,0,1572,0,Kato Kalesia (Gazi)
22.565102,38.660191,0,1,0,1214,0,Kato Kalivia (Amfikleia)
23.767281,38.036797,6.0,39,8,2203,11,Kato Kalogreza (Nea Ionia)
23.537069,41.081871,4.3,11,7,1388,5,Kato Kamenikia (Serres)
22.150946,37.065762,0,1,0,1315,0,Kato Karveli (Kalamata)
21.803363,38.291517,4.4,22,20,1927,7,Kato Kastritsi (Rio)
23.044466,40.716625,0,1,0,1404,0,Kato Kavallari (Lagkadas)
21.3458735,37.664732,0,4,0,1358,0,Kato Kavouri (Pirgos)
23.803379,38.079914,3.7,236,133,3539,11,Kato Kifisia (Kifissia)
21.843567,40.209343,0,1,0,155,0,Kato Komi (Elimeia)
24.08902,38.588375,0,1,0,500,0,Kato Kourouni (Konistres)
23.0370445,39.330635,6.3,30,3,1528,8,Kato Lechonia (Artemida)
23.868659,37.993275,0,12,0,2028,0,Kato Leontari (Pallini)
25.714085,35.312996,0,1,0,629,0,Kato Loumas (Agios Nikolaos)
22.5664975,38.0994645,3.0,4,3,2033,5,Kato Loutro (Xilokastro)
22.161438,37.404953,0,1,0,588,0,Kato Makrisi (Megalopoli)
22.065735,38.2066895,0,4,0,901,0,Kato Mavriki (Aigio)
21.650591,38.070602,0,1,0,1163,0,Kato Mazaraki (Olenia)
21.9333495,37.3261605,0,2,0,714,0,Kato Melpeia (Andania)
24.293095,37.586147,0,7,0,1777,0,Kato Meria (Kea)
23.522117,41.1257005,0,6,0,983,0,Kato Metochi (Serres)
22.343016,40.254574,0,1,0,432,0,Kato Milia (Petra)
23.334717,41.108231,0,1,0,361,0,Kato Mitrousi (Serres Prefecture)
20.8413525,39.64082,5.9,14,72,1842,9,Kato Neochoropoulo (Ioannina)
22.54657,39.901352,0,1,0,437,0,Kato Olimpos (Larissa Prefecture)
23.589716,35.495426,0,1,0,3400,0,Kato Palaiokastro (Kissamos)
21.156876,37.929153,6.5,1,1,921,5,Kato Panagia (Kastro Killinis)
23.789204,37.99707,2.2,21,5,4814,9,Kato Papagou (Papagou)
23.730309,38.012432,5.7,643,113,1687,8,Kato Patisia (Athens - Center)
20.675476,39.880417,0,1,0,847,0,Kato Pedina (Kentriko Zagori)
23.7893815,38.054821,2.7,170,38,3937,9,Kato Pefki (Pefki)
24.731169,36.97588,0,5,0,2808,0,Kato Petali (Sifnos)
23.7072925,37.9693775,5.1,240,63,2600,11,Kato Petralona (Athens - Center)
25.703587,35.267429,0,1,0,409,0,Kato Pines (Agios Nikolaos)
22.5389775,38.1066855,1.5,10,1,1636,2,Kato Pitsa (Xilokastro)
21.754065,38.139217,0,1,0,500,0,Kato Platanovrisi (Fares)
22.886475,39.674049,0,3,0,1833,0,Kato Polidendri (Melivoia)
23.013611,41.283241,0,3,0,444,0,Kato Poroia (Kerkini)
24.3490285,35.288189,2.6,2,1,1867,4,Kato Poros (Lappa)
24.0525685,37.683317,4.5,24,17,3208,12,Kato Poseidonia (Lavrio)
25.447987,37.06942,9.6,1,1,1000,8,Kato Potamia (Naxos)
23.7717685,38.0415935,16.9,48,1,2980,42,Kato Psalidi (Iraklio)
24.31489,35.190331,0,1,0,2105,0,Kato Rodakino (Foinikas)
21.887004,38.3248235,0,8,0,1929,0,Kato Rodini (Erineo)
21.940973,38.268257,0,3,0,1958,0,Kato Salmeniko (Erineo)
21.596615,37.544918,0,3,0,891,0,Kato Samiko (Skilounta)
23.029818,40.428474,7.7,51,5,1084,7,Kato Scholari (Mikra)
25.718426,35.336056,0,1,0,2766,0,Kato Selles (Agios Nikolaos)
22.481357,37.998024,16.0,4,1,1497,20,Kato Sinoikia Trikalon (Xilokastro)
22.866789,39.727135,19.5,3,2,1231,20,Kato Sotiritsa (Melivoia)
24.006638,38.158104,3.8,21,2,1567,5,Kato Souli (Marathonas)
24.028547,37.657938,2.5,6,8,4984,11,Kato Sounio (Sounio)
23.9413605,35.513849,3.3,2,4,3589,10,Kato Stalos (Nea Kidonia)
21.747856,38.060516,0,1,0,937,0,Kato Starochori (Fares)
23.8265255,38.5723345,0,2,0,254,0,Kato Steni (Dirfis)
22.353142,37.991974,0,1,0,3668,0,Kato Tarsos (Feneos)
21.671562,37.423218,0,1,0,1500,0,Kato Taxiarches (Zacharo)
22.712592,38.6064205,8.9,4,3,941,7,Kato Tithorea (Tithorea)
22.973347,40.609783,3.2,1507,317,2621,7,Kato Toumpa (Toumpa)
24.389539,35.326363,4.3,4,2,1689,6,Kato Valsamonero (Nikiforos Fokas)
21.62348,38.352325,0,4,0,1313,0,Kato Vasiliki (Chalkeia)
25.2439535,35.313763,0,2,0,2187,0,Kato Vatheia (Gouves)
22.164339,37.001068,3.3,24,10,3465,10,Kato Verga (Kalamata)
22.026537,40.549915,0,5,0,928,0,Kato Vermio (Veroia)
22.7337475,37.4346255,4.3,4,1,1663,6,Kato Vervena (North Kinouria)
22.9987775,39.382811,7.5,16,3,1116,7,Katochori (Portaria)
20.790475,38.656038,0,8,0,6666,0,Katomeri (Meganisi)
23.638754,37.973984,3.4,45,3,2839,8,Katrakeio Theatre - Alsos Deksamenis (Nikaia)
25.152193,35.3355195,4.6,4,5,1564,6,Katsabas (Heraclion Cretes)
22.09113,37.0693745,0,4,0,2060,0,Katsareika (Kalamata)
21.41971,37.722229,0,1,0,1142,0,Katsaros (Iardanos)
22.0302485,37.219677,0,2,0,653,0,Katsaros (Oichalia)
23.463585,39.150154,0,3,0,4000,0,Katsaros (Skiathos)
20.8863155,39.624098,5.2,14,3,1385,6,Katsikas (Pamvotida)
25.703684,35.215418,0,14,0,2335,0,Katsikia (Agios Nikolaos)
24.390051,40.9362945,5.0,14,4,1568,7,Kavala (Kavala Prefecture)
20.913757,39.742096,0,1,0,2769,0,Kavallari (East Zagori)
23.0439295,40.7159135,3.3,4,1,1087,3,Kavallari (Lagkadas)
22.3333905,40.5921765,0,2,0,450,0,Kavasila (Antigonides)
21.26659,37.875748,12.7,4,1,284,3,Kavasilas (Gastouni)
26.172861,40.922123,0,2,0,211,0,Kavisos (Feres)
22.839706,38.834625,0.7,5,1,1653,1,Kavos (Lichada)
23.010538,37.904118,3.0,25,12,2166,6,Kavos (Loutraki-Perachora)
21.347155,37.666,33.6,1,1,428,12,Kavouri (Pirgos)
23.7725315,37.825949,3.8,74,169,7211,23,Kavouri (Vouliagmeni)
24.6070275,35.3106005,0,2,0,277,0,Kavousi (Arkadi)
25.8581285,35.116606,2.9,2,1,1671,4,Kavousi (Ierapetra)
25.0476465,35.3089695,3.8,2,1,1600,5,Kavrochori (Gazi)
24.29882,35.350796,0,2,0,2691,0,Kavros (Georgioupoli)
21.845541,37.008175,0,1,0,314,0,Kazarma (Voufrada)
24.2043835,37.700861,3.5,80,6,3120,9,Kea (Cyclades)
22.98954,37.887432,3.1,23,2,2162,6,Kechries (Korinthos)
23.3678305,38.813805,0,2,0,319,0,Kechries (Limni)
24.6349145,41.15752,4.9,2,1,988,4,Kechrokampos (Oreino)
25.18663,37.574631,0,1,0,3083,0,Kechros (Tinos)
23.7353,38.0850085,3.8,92,6,1732,6,Kedro Paleo Menidi (Acharnes)
22.693773,37.598087,0,5,0,1641,0,Kefalari (Argos)
21.270227,40.570091,0,1,0,722,0,Kefalari (Kastoria)
23.828542,38.0767955,4.2,218,108,3986,14,Kefalari (Kifissia)
22.511616,37.922131,8.7,1,1,413,3,Kefalari (Stimfalia)
24.244904,35.411358,4.6,39,5,2355,9,Kefalas (Vamos)
23.18364,39.00016,0,3,0,2101,0,Kefales (Artemisio)
23.726534,37.90567,2.2,95,24,8088,15,Kefallinion (Alimos)
22.368994,40.569408,0,1,0,552,0,Kefalochori (Antigonides)
20.885019,40.239708,0,1,0,352,0,Kefalochori (Mastrochoria)
20.501684,38.178673,0,19,0,2065,0,Kefalonia (Kefallinia Prefecture)
25.455188,35.0437105,0,2,0,1122,0,Kefalovrisi (Viannos)
21.69366,39.584061,0,2,0,305,0,Kefalovriso (Faloreia)
22.472565,37.699963,0,1,0,730,0,Kefalovriso (Lirkeia)
21.758228,38.1864565,2.7,4,1,1358,3,Kefalovriso (Messatida)
20.832783,38.788887,0,1,0,4000,0,Kekropia (Kekropia (Palairou))
24.506117,37.15601,0,1,0,5535,0,Kentarchos (Serifos)
25.740557,35.033329,0,1,0,3199,0,Kentri (Ierapetra)
21.968173,37.2782265,0,2,0,1088,0,Kentriko (Andania)
20.798347,39.786938,0,5,0,680,0,Kentriko Zagori (Ioannina Prefecture)
23.727468,37.982521,3.7,71,7,3214,10,Kentro (Athens - Center)
24.5746165,35.179058,0,2,0,298,0,Kentrochori (Lampi)
20.981739,39.1276935,0,2,0,999,0,Keramates (Arta)
23.7174455,37.9820515,4.9,188,27,2474,10,Kerameikos (Athens - Center)
26.209545,39.212795,7.0,1,2,942,6,Kerami (Lesvos - Kalloni)
24.022942,35.431583,0,3,0,1660,0,Keramia (Chania Prefecture)
26.422775,39.123779,0,1,0,375,0,Keramia (Lesvos - Evergetoula)
21.391292,37.7032585,0,2,0,777,0,Keramidia (Iardanos)
24.706507,40.85923,0,1,0,1589,0,Keramoti (Kavala Prefecture)
22.987217,36.22489,0,2,0,1711,0,Keramoto (Kythira)
25.02837,35.277782,15.2,1,3,709,9,Keramoutsi (Tilisos)
22.92123,39.465,2.8,1,1,1304,3,Kerasia (Karla)
22.392378,37.366749,5.4,1,1,892,4,Kerasia (Skiritida)
25.024992,35.19548,5.8,1,1,1440,7,Kerasia (Tetrachori)
22.408873,37.451229,0,4,0,534,0,Kerasitsa (Tegea)
21.63826,39.004951,0,1,0,439,0,Kerasochori (Viniani)
22.23945,37.418888,0,1,0,928,0,Kerastaris (Valtetsi)
23.984072,37.803959,7.9,143,21,1826,12,Keratea (Rest of Attica)
23.6232975,37.9625245,4.3,246,12,1944,7,Keratsini (Piraeus suburbs)
21.742151,37.850681,0,1,0,614,0,Keresova (Lasiona)
20.820679,37.667629,0,9,0,2291,0,Keri (Laganas)
22.3788175,36.4912185,0,2,0,2622,0,Keria (Oitilos)
22.1245955,38.208128,0,4,0,553,0,Kerineia (Diakopto)
23.0,41.216667,0,1,0,1104,0,Kerkini (Serres Prefecture)
22.213488,38.126076,0,5,0,1292,0,Kernitsa (Diakopto)
22.108561,38.079983,0,3,0,824,0,Kerpini (Kalavrita)
21.9939355,37.979601,0,2,0,1569,0,Kertezi (Kalavrita)
21.37763,37.6598225,0.7,10,2,906,1,Kiani Akti (Pirgos)
23.4682255,37.5088115,2.4,10,1,5427,11,Kiani Akti (Poros)
21.882357,38.32449,3.7,3,1,1968,6,Kiani Akti (Rio)
22.747686,38.012737,5.5,83,43,1300,6,Kiato (Sikiona)
23.231552,40.93652,0,1,0,800,0,Kidonia (Lachanas)
22.963156,40.58889,4.9,113,23,2222,9,Kifisia (Kalamaria)
23.808054,38.080711,4.2,343,115,3409,12,Kifissia (Athens - North)
23.537428,37.731167,0,1,0,2453,0,Kilindras (Aegina)
22.868214,40.992104,0,9,0,896,0,Kilkis (Kilkis Prefecture)
21.129227,37.906702,0,2,0,1853,0,Killini (Kastro Killinis)
24.103575,38.63583,4.6,7,1,1562,6,Kimi (Evia)
22.692989,40.615452,3.2,7,2,1111,3,Kimina (Axios)
23.2960455,41.2127325,0,4,0,232,0,Kimisi (Irakleia)
24.936117,41.147408,0,3,0,1333,0,Kimmeria (Xanthi)
26.047207,35.181541,0,1,0,4522,0,Kimouriotis (Siteia)
23.2232045,37.3580055,0,12,0,2209,0,Kineta (Ermioni)
23.2127,37.969578,5.0,89,17,1929,8,Kineta (Megara)
25.47963,37.101532,14.8,1,1,244,3,Kinidaros (Naxos)
24.688345,35.323345,0,1,0,3020,0,Kinigiana (Geropotamos)
23.7304095,37.9625705,5.3,362,71,2957,13,Kinosargous (Athens - Center)
20.692331,38.446026,0,1,0,5633,0,Kioni (Ithaki)
25.127922,37.55415,0,3,0,1070,0,Kionia (Tinos)
26.561184,39.106892,7.4,3,8,1133,7,Kioski (Lesvos - Mitilini)
23.544809,41.081768,7.8,7,19,1073,7,Kiouplia (Serres)
23.8404465,38.1993025,5.7,34,3,1680,8,Kiourka (Afidnes)
21.753359,39.566299,21.5,1,1,558,10,Kipaki (Trikala)
23.593891,38.628925,0,3,0,1076,0,Kiparissi (Messapia)
21.7169435,37.946743,0,2,0,1354,0,Kiparissi (Tritaia)
22.990603,36.966772,0,2,0,865,0,Kiparissi (Zarakas)
21.6708505,37.249752,0,34,0,1594,0,Kiparissia (Messinia)
22.548622,39.514305,0,1,0,885,0,Kiparissia (Nikaia)
22.840002,38.948547,0,1,0,5208,0,Kiparissonas (Pelasgia)
23.84516,35.4945735,0,6,0,1390,0,Kiparissos (Platanias)
24.0751055,38.5687525,0,2,0,1360,0,Kipoi (Konistres)
20.792242,39.8642635,0,2,0,651,0,Kipoi (Timfi)
25.140741,35.326607,8.1,7,12,1473,10,Kipoupoli (Heraclion Cretes)
24.386839,40.9265595,4.5,16,24,1714,7,Kipoupoli (Kavala)
23.678016,38.031078,2.1,110,5,2836,5,Kipoupoli (Peristeri)
23.679205,38.037807,3.1,115,12,2539,7,Kipoupoli (Petroupoli)
23.7369945,38.0205765,4.6,210,27,2084,8,Kipriadou - Ano Patisia (Athens - Center)
23.457173,37.7620295,4.2,52,3,2000,7,Kipseli (Aegina)
20.823919,37.818878,1.0,9,6,4926,4,Kipseli (Arkadi)
23.738913,38.002655,5.7,701,131,1910,9,Kipseli (Athens - Center)
21.374168,40.097202,0,1,0,420,0,Kirakali (Grevena)
22.987328,37.906815,5.6,8,4,1282,6,Kiras Vrisi (Loutraki-Perachora)
22.8038795,37.927991,0,2,0,1644,0,Kiras Vrisi (Vocha)
23.496191,38.742527,0,3,0,2222,0,Kirea (Evia)
24.2885645,41.099024,5.7,8,1,634,3,Kiria (Doxato)
22.013926,38.823612,0,1,0,500,0,Kiriakochori (Spercheiada)
23.4414775,38.809204,0,2,0,773,0,Kirinthos (Kirea)
25.8015205,40.9584945,0,2,0,737,0,Kirki (Alexandroupoli)
22.4404865,38.4295485,1.6,2,1,2228,3,Kirra (Itea)
22.362979,40.7988685,0,2,0,583,0,Kirros (Pella)
23.921001,35.48233,10.7,1,1,560,5,Kirtomados (Therisos)
23.653946,35.494789,0,12,0,2533,0,Kissamos (Chania Prefecture)
24.83012,35.098705,0,1,0,1000,0,Kissoi (Timpaki)
23.133195,39.405899,0,10,0,1032,0,Kissos (Mouresi)
22.1465875,36.931719,0,4,0,2145,0,Kitries (Avia)
22.5780335,40.37266,0,8,0,762,0,Kitros (Pidna)
23.850296,37.852272,7.3,41,16,2225,14,Kitsi (Koropi)
22.7298995,37.5235745,3.8,34,3,1880,6,Kiveri (Lerna)
22.433734,37.109991,13.4,2,1,893,10,Kladas (Sparti)
21.368067,38.546516,0,1,0,875,0,Kleisorrevmata (Aggelokastro)
22.0576255,37.733835,0,2,0,1015,0,Kleitoria (Arcadia)
22.124649,37.894695,0,3,0,1411,0,Kleitoria (Lefkasio)
22.589788,40.566788,0,1,0,1133,0,Klidi (Plati)
23.470338,37.695215,0,4,0,2900,0,Klima (Aegina)
23.6261835,39.160921,0,8,0,1280,0,Klima (Skopelos)
24.765261,35.111649,0,1,0,1071,0,Klima (Timpaki)
24.1831885,38.403965,0,2,0,3016,0,Klimaki (Distos)
24.099144,38.579174,0,1,0,1166,0,Klimatari (Kimi)
20.67289,39.705025,0,1,0,837,0,Klimatia (Evrimenoi)
23.733633,38.017738,6.0,43,10,1689,9,Klonaridou (Athens - Center)
25.3467895,37.4569265,57.7,4,3,4865,234,Klouvas (Mykonos)
25.148499,35.316219,5.3,7,11,2260,10,Knosos (Heraclion Cretes)
22.908638,39.392336,0,2,0,635,0,Kogiatika (Nea Ionia Volou)
21.7894735,40.3306595,8.3,4,20,650,5,Koila (Kozani)
21.927767,40.360344,0,1,0,163,0,Koilada (Ellispontos)
23.848188,38.308586,6.4,3,2,1500,8,Koilada (Kalamos)
23.1262,37.410736,5.4,25,6,1879,9,Koilada (Kranidi)
